id,pali,selected_pali_word,class_source,extra,class_example,english_translation
9148,alattha 1,alattha,MN82,,"āyasmā raṭṭhapālo n'eva dānaṃ <b>alattha</b> na paccakkhānaṃ, añña'd'atthu akkosaṃ eva alattha!","Venerable Raṭṭhapāla obtained neither alms nor a refusal; on the contrary, he obtained only verbal abuse."
9201,alaṃ 3,alaṃ,DN16.32,,"“alaṃ, gāmaṇi. mā maṃ <b>etaṃ</b> pucchi","That's enough, leader, do not ask me this!"
9203,alaṃ 5,alaṃ,DN16.32,,<b>alaṃ</b> ānanda mā soci mā paridevi,"Stop Ānanda, don't cry, don't lament!"
9235,alika 1,alikavādinaṃ,DHP223 (simpl),yes,"jina kadariyaṃ dānena, jina saccena <b>alikavādinaṃ</b>.",Conquer stinginess by giving; conquer liar by truth.
9237,alikavādī,alikavādinaṃ,DHP223 (simpl),yes,"jina kadariyaṃ dānena, jina saccena <b>alikavādinaṃ</b>.",Conquer stinginess by giving; conquer liar by truth.
9836,asura 1,asurā,UD45,,<b>asurā</b> mahāsamudde abhiramanti.,Malevolent beings find high pleasure in the great ocean.
10018,assasissati,assasissāmi,MN118 (simpl),,pītiṃ paṭisaṃvedī <b>assasissāmi</b> iti sikkhati.,One trains thus: “I will breathe in experiencing delight.”
10868,ahaṃ,ahaṃ,MN82 (simpl),,<b>ahaṃ</b> yathākammaṃ gamissāmi,I will go according to my actions.
10928,ahuvattha,ahuvattha,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā pamādaṃ attha, mā pacchā vippaṭisārino <b>ahuvattha</b>. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
10945,ahesuṃ,ahesuṃ,SN22.59,,evaṃ me saṅkhārā hontu! evaṃ me saṅkhārā mā <b>ahesuṃ</b>!,"Let my volitional formations be thus, let my volitional formations not be thus."
10961,ahosi,ahosi,SN22.59,,evaṃ me rūpaṃ hotu! evaṃ me rūpaṃ mā <b>ahosi</b>!,"Let my body be thus, let my body not be thus."
11387,ājīva,ājīvo,MN39,,parisuddho no <b>ājīvo</b> bhavissati,Our lifestyle should be purified.
12556,ārocesi 1,ārocesi,AN10.93,,"anāthapiṇḍiko gahapati yāvatako ahosi paribbājakehi saddhiṃ kathāsallāpo, taṃ sabbaṃ bhagavato <b>ārocesi</b>.","Whatever conversation the householder Anāthapindika had with the wandering ascetics, all that he told to the Blessed One."
14332,uccāsoṇḍaṃ paggahetvā,uccāsoṇḍaṃ paggahetvā,AN7.61,,na <b>uccāsoṇḍaṃ paggahetvā</b> kulāni upasaṅkamissāmi,"Having not raised up a high trunk, I will approach families. [I will not arrogantly approach families]"
14333,uccāsoṇḍā,uccāsoṇḍaṃ,AN7.61,,na <b>uccāsoṇḍaṃ</b> paggahetvā kulāni upasaṅkamissāmi,"Having not raised up a high trunk, I will approach families. [I will not arrogantly approach families]"
14737,uttariṃ 2,uttariṃ,MN43,,so āyasmantaṃ sāriputtaṃ <b>uttariṃ</b> pañhaṃ apucchi.,He asked venerable Sāriputta a question in addition.
16087,upasaṅkamati,upasaṅkamissāmi,AN7.61,,na uccāsoṇḍaṃ paggahetvā kulāni <b>upasaṅkamissāmi</b>,"Having not raised up a high trunk, I will approach families. [I will not arrogantly approach families]"
16096,upasaṅkamitvā,upasaṅkamitvā,AN3.21,,<b>upasaṅkamitvā</b> āyasmatā sāriputtena saddhiṃ sammodiṃsu,They approached and had polite conversation with venerable Sariputta.
17690,ekaṃ samayaṃ,ekaṃ samayaṃ,SN35.28,,<b>ekaṃ samayaṃ</b> bhagavā gayāyaṃ viharati gayāsīse saddhiṃ bhikkhusahassena.,On one occasion the Blessed One was dwelling in Gayā at Gayā's Head together with a thousand monks. (historical past)
17820,ekodi,ekodiṃ,SN40.1 (simpl),yes,"mā, brāhmaṇa, jhānaṃ pamādo, jhāne cittaṃ saṇṭhapehi, jhāne cittaṃ <b>ekodiṃ</b> karohi","Monk, don't be careless about meditation, you must make [your] mind stable in meditation, you must make [your] mind unified!"
17829,ekodiṃ karoti,ekodiṃ karohi,SN40.1 (simpl),yes,"mā, brāhmaṇa, jhānaṃ pamādo, jhāne cittaṃ saṇṭhapehi, jhāne cittaṃ <b>ekodiṃ karohi</b>","Monk, don't be careless about meditation, you must make [your] mind stable in meditation, you must make [your] mind unified!"
17897,etaṃ 2,etaṃ,SN42.2 (simpl),,"“alaṃ, gāmaṇi. mā maṃ <b>etaṃ</b> pucchi","That's enough, leader, do not ask me this!"
18051,eva 1,evaṃ,SN22.59,,<b>evaṃ</b> me rūpaṃ hotu! <b>evaṃ</b> me rūpaṃ mā ahosi!,"Let my body be thus, let my body not be thus."
18303,okirati,okiranti,DN16.27 (simpl),,pupphā tathāgatassa sarīraṃ <b>okiranti</b>,Flowers are sprinkled on the dead body of the Tathāgata.
18562,ottappī,ottappino,AN7.25,,bhikkhū <b>ottappino</b> bhavissanti,The monks will become conscientious.
18658,onaddha,onaddhaṃ,MN82,,"Aṭṭhi tacena <b>onaddhaṃ</b>, saha vatthebhi sobhati.",A bone covered with skin; it looks beautiful with clothes.
18943,olokana,olokanaṃ,VIN1.2.6,,bhikkhu saṅghaṃ kuṭivatthussa <b>olokanaṃ</b> yācati,A monk asks the Community to check the place of the hut.
19850,kathā 1,kathā,VIN PAT PC 42,yes,"gaccha āvuso, na me tayā saddhiṃ <b>kathā</b> vā nisajjā vā phāsu hoti","Go away, friend, for me there is no comfort talking or sitting down together with you."
19867,kathāsallāpa,kathāsallāpo,AN10.93,,"anāthapiṇḍiko gahapati yāvatako ahosi paribbājakehi saddhiṃ <b>kathāsallāpo</b>, taṃ sabbaṃ bhagavato ārocesi.","Whatever conversation the householder Anāthapindika had with the wandering ascetics, all that he told to the Blessed One."
19911,kadariya 2,kadariyaṃ,DHP223 (simpl),yes,"jina <b>kadariyaṃ</b> dānena, jina saccena alikavādinaṃ.",Conquer stinginess by giving; conquer liar by truth.
20233,kamma 1,kammaṃ,SN10.5,,mā akāsi pāpakaṃ <b>kammaṃ</b>,Do not do an evil deed.
21224,kāyasamācāra,kāyasamācāro,MN39,,parisuddho no <b>kāyasamācāro</b> bhavissati.,Our bodily behavior will be pure/purified.
21288,kāra 1,kārā,SN12.22 (simpl),,<b>kārā</b> amhesu mahapphalā bhavissanti,Services (done) to us could be of great fruits.
21951,kiṃ nu,kiṃ nu,SN21.9,,<b>kiṃ nu</b> kujjhasi? mā kujjhi!,Why indeed are you getting angry? Don't be angry!
22182,kujjhati,kujjhasi,SN21.9,,kiṃ nu <b>kujjhasi</b>? mā kujjhi!,Why indeed are you getting angry? Don't be angry!
22188,kujjhi,kujjhi,SN21.9,,kiṃ nu kujjhasi? mā <b>kujjhi</b>!,Why indeed are you getting angry? Don't be angry!
22222,kuṭivatthu,kuṭivatthussa,VIN1.2.6,,bhikkhu saṅghaṃ <b>kuṭivatthussa</b> olokanaṃ yācati,A monk asks the Community to check the place of the hut.
22528,kula 1,kulāni,AN7.61,,na uccāsoṇḍaṃ paggahetvā <b>kulāni</b> upasaṅkamissāmi,"Having not raised up a high trunk, I will approach families. [I will not arrogantly approach families]"
23320,khaṇati,khaṇati,VIN PAT PC 10 (simpl),,bhikkhu paṭhaviṃ na <b>khaṇati</b>,A monk does not dig up the ground.
24039,gaccha 1,gaccha,VIN PAT PC 42,yes,"<b>gaccha</b> āvuso, na me tayā saddhiṃ kathā vā nisajjā vā phāsu hoti","Go away, friend, for me there is no comfort talking or sitting down together with you."
24443,gamissati 1,gamissāmi,MN82 (simpl),,ahaṃ yathākammaṃ <b>gamissāmi</b>,I will go according to my actions.
24474,gayā 1,gayāyaṃ,SN35.28,,ekaṃ samayaṃ bhagavā <b>gayāyaṃ</b> viharati gayāsīse saddhiṃ bhikkhusahassena.,On one occasion the Blessed One was dwelling in Gayā at Gayā's Head together with a thousand monks. (historical past)
24477,gayāsīsa,gayāsīse,SN35.28,,ekaṃ samayaṃ bhagavā gayāyaṃ viharati <b>gayāsīse</b> saddhiṃ bhikkhusahassena.,On one occasion the Blessed One was dwelling in Gayā at Gayā's Head together with a thousand monks. (historical past)
24609,gavesī 1,gavesino,TH251 (simpl),yes,"alaṃ bālassa mohāya, no pāraṃ <b>gavesino</b>",It is enough for the delusion of a fool not for one seeking Nibbāna.
24765,gāmaṇi,gāmaṇi,SN42.2 (simpl),,"“alaṃ, <b>gāmaṇi</b>. mā maṃ etaṃ pucchi","That's enough, leader, do not ask me this!"
25973,catunnaṃ 2,catunnaṃ,SN56.35 (simpl),,"ahaṃ saha eva sukhena, saha eva somanassena <b>catunnaṃ</b> ariyasaccānaṃ abhisamayaṃ vadāmi.",I say clear comprehension of the four Noble Truths [is] accompanied only by happiness and only by mental ease.
28483,jināti 1,,,,,
28813,jhāyati 1.2,jhāyatha,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā pamādaṃ attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
28910,ñāti,ñātīnaṃ,KHP7,,"idaṃ vo <b>ñātīnaṃ</b> hotu, sukhitā hontu <b>ñātayo</b>.",May this be for your relatives; may [your] relatives be happy.
29171,ḍeti,ḍeti,MN51 (simpl),,pakkhī sakuṇo <b>ḍeti</b>.,"The bird, [one] with wings, flies..."
29236,taca 1,tacena,MN82,,"aṭṭhi <b>tacena</b> onaddhaṃ, saha vatthebhi sobhati.",A bone covered with skin; it looks beautiful with clothes.
29660,tathā,tathā,DN16.27 (simpl),,pupphā <b>tathā</b>gatassa sarīraṃ okiranti,Flowers are sprinkled on the dead body of the Tathāgata.
30066,tayā 1,tayā,VIN PAT PC 42,yes,"gaccha āvuso, na me <b>tayā</b> saddhiṃ kathā vā nisajjā vā phāsu hoti","Go away, friend, for me there is no comfort talking or sitting down together with you."
30152,tasmiṃ samaye,tasmiṃ samaye,MN74,,"n'eva <b>tasmiṃ samaye</b> dukkhaṃ vedanaṃ vedeti, na adukkham'asukhaṃ vedanaṃ vedeti","At that time, he feels neither an unpleasant sensation nor a neutral sensation."
30215,taṃ 1.1,taṃ,SN22.33,,"viññāṇaṃ na tumhākaṃ, <b>taṃ</b> pajahatha.","Consciousness is not yours, you must abandon it!"
30216,taṃ 1.2,taṃ,SN22.33,,"viññāṇaṃ na tumhākaṃ, <b>taṃ</b> pajahatha.","Consciousness is not yours, you must abandon it!"
31024,tumhākaṃ 3,tumhākaṃ,SN22.33,,"viññāṇaṃ na <b>tumhākaṃ</b>, taṃ pajahatha.","Consciousness is not yours, you must abandon it!"
31027,tumhe 2,tumhākaṃ,SN22.33,,"viññāṇaṃ na <b>tumhākaṃ</b>, taṃ pajahatha.","Consciousness is not yours, you must abandon it!"
31108,tuvaṃ 1,tuvaṃ,SNP31 (simpl),yes,<b>tuvaṃ</b> hi no brahmasamo asi saccaṃ,You are truly for us equal to the Brahma.
31139,te 2.4,,,,,
32103,dassati 1.1,dassāmi,UDa5.3,,ahaṃ te aparimitaṃ dhanaṃ <b>dassāmi</b>,I will give unlimited wealth to you.
32162,dava 1.1,davāya,MN2.4,,"neva <b>davāya</b>, na madāya, na maṇḍanāya, na vibhūsanāya","Neither for fun, nor for intoxication, nor for adornment, nor for physical appearance."
32253,dāna 1.1,dānaṃ,MN82,,"āyasmā raṭṭhapālo n'eva <b>dānaṃ</b> alattha na paccakkhānaṃ, añña'd'atthu akkosaṃ eva alattha!","Venerable Raṭṭhapāla obtained neither alms nor a refusal; on the contrary, he obtained only verbal abuse."
32254,dāna 1.2,,,,,
32876,dukkha 2,,,,,
33987,desita 1,desito,DN16.36 (simpl),,vo mayā dhammo ca vinayo ca <b>desito</b> vo mama accayena satthā bhavissati,"After my passing away, the Doctrine and Discipline taught by me to you, will become a teacher for you."
34539,dhana 1,dhanaṃ,UDa5.3,,ahaṃ te aparimitaṃ <b>dhanaṃ</b> dassāmi,I will give unlimited wealth to you.
35137,dhāressati,dhāressāma,AN6.61,,"yathā no bhagavā byākarissati, tathā naṃ mayaṃ <b>dhāressāma</b>","As the Blessed One will explain [it] to us, so we will keep that in mind."
35345,na 1,na,MN74,,"n'eva tasmiṃ samaye dukkhaṃ vedanaṃ vedeti, <b>na</b> adukkham'asukhaṃ vedanaṃ vedeti","At that time, he feels neither an unpleasant sensation nor a neutral sensation."
36019,naṃ,naṃ,AN6.61,,"yathā no bhagavā byākarissati, tathā <b>naṃ</b> mayaṃ dhāressāma","As the Blessed One will explain [it] to us, so we will keep that in mind."
36396,nābhijānāti 1,n'ābhijānāmi,SNP70,yes,"te diṭṭhiṃ <b>n'ābhijānāmi</b>, gotamassa yasassino.",I don't understand your view; [the view] of the famous Gotama.
38161,nisajjā 1,nisajjā,VIN PAT PC 42,yes,"gaccha āvuso, na me tayā saddhiṃ kathā vā <b>nisajjā</b> vā phāsu hoti","Go away, friend, for me there is no comfort talking or sitting down together with you."
38743,neti 1.1,neti,TH195,,"adhammo nirayaṃ <b>neti</b>, dhammo pāpeti suggatiṃ","False teaching leads to no good fortune, the Teaching leads to a good destination."
38823,neva 1,n'eva,MN74,,"n'eva tasmiṃ samaye dukkhaṃ vedanaṃ vedeti, na adukkham'asukhaṃ vedanaṃ vedeti","At that time, he feels neither an unpleasant sensation nor a neutral sensation."
38883,no 1.1,no,AN8.53,,"ime dhammā saṃyogāya saṃvattanti, <b>no</b> visaṃyogāya.","These things lead to attachment, not to detachment."
38886,no 2.1,no,AN8.53,,"ime dhammā saṃyogāya saṃvattanti, <b>no</b> visaṃyogāya.","These things lead to attachment, not to detachment."
38888,no 2.3,no,AN8.53,,"ime dhammā saṃyogāya saṃvattanti, <b>no</b> visaṃyogāya.","These things lead to attachment, not to detachment."
38889,no 2.4,no,AN8.53,,"ime dhammā saṃyogāya saṃvattanti, <b>no</b> visaṃyogāya.","These things lead to attachment, not to detachment."
39162,pakkhī 1,pakkhī,MN51 (simpl),,<b>pakkhī</b> sakuṇo ḍeti.,"The bird, [one] with wings, flies..."
39211,paggahetvā 2,paggahetvā,AN7.61,,na uccāsoṇḍaṃ <b>paggahetvā</b> kulāni upasaṅkamissāmi,"Having not raised up a high trunk, I will approach families. [I will not arrogantly approach families]"
39300,paccakkhāna,paccakkhānaṃ,MN82,,"āyasmā raṭṭhapālo n'eva dānaṃ alattha na <b>paccakkhānaṃ</b>, añña'd'atthu akkosaṃ eva alattha!","Venerable Raṭṭhapāla obtained neither alms nor a refusal; on the contrary, he obtained only verbal abuse."
39600,pacchā 1,pacchā,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā pamādaṃ attha, mā <b>pacchā</b> vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
40131,pañha 2,,,,,
40897,paṭisaṃvedī,paṭisaṃvedī,MN118 (simpl),,pītiṃ <b>paṭisaṃvedī</b> assasissāmi iti sikkhati.,One trains thus: “I will breathe in experiencing delight.”
41510,paṭhavī,paṭhaviṃ,VIN PAT PC 10 (simpl),,bhikkhu <b>paṭhaviṃ</b> na khaṇati,A monk does not dig up the ground.
42686,pamāda 1,pamādaṃ,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā <b>pamādaṃ</b> attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
42705,pamādi,pamādaṃ,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā <b>pamādaṃ</b> attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
43547,paridevi,paridevi,DN16.32,,alaṃ ānanda mā soci mā <b>paridevi</b>,"Stop Ānanda, don't cry, don't lament!"
44133,parisuddha 1,parisuddho,MN39,,<b>parisuddho</b> no ājīvo bhavissati,Our lifestyle should be purified.
44776,passasissati,passasissāmi,MN118 (simpl),,aniccaṃ anupassī <b>passasissāmi</b> iti sikkhati,"One trains thus: “I will breathe out, observing impermanence.”"
45133,pahīna,pahīnaṃ,SN22.33,,taṃ vo <b>pahīnaṃ</b> hitāya sukhāya bhavissati,"[When] that is given up by you, it will be beneficial and comfortable [for you]."
45462,pāturahosi,pāturahosi,DN14.13 (simpl),,bhagavā migadāye <b>pāturahosi</b>,The Blessed One appeared in the deer park.
45580,pāpaka 1.1,pāpakaṃ,SN10.5,,mā akāsi <b>pāpakaṃ</b> kammaṃ,Do not do an evil deed.
45676,pāpeti 1.1,pāpeti,TH195,,"adhammo nirayaṃ neti, dhammo <b>pāpeti</b> suggatiṃ","False teaching leads to no good fortune, the Teaching leads to a good destination."
45726,pāra 1.1,pāraṃ,TH251 (simpl),,alaṃ bālassa mohāya no <b>pāraṃ</b> gavesino,It is enough for the delusion of a fool not for one seeking Nibbāna.
45731,pāragavesī 1,,,,,
46392,pīti 1.1,pītiṃ,MN118 (simpl),,<b>pītiṃ</b> paṭisaṃvedī assasissāmi iti sikkhati.,One trains thus: “I will breathe in experiencing delight.”
46397,pītipaṭisaṃvedī,pītiṃ paṭisaṃvedī,MN118 (simpl),,<b>pītipaṭisaṃvedī</b> assasissāmi iti sikkhati.,One trains thus: “I will breathe in experiencing delight.”
46492,pucchi,apucchi,MN43,,so āyasmantaṃ sāriputtaṃ uttariṃ pañhaṃ <b>apucchi</b>.,He asked venerable Sāriputta a question in addition.
46781,puppha 1,pupphā,DN16.27 (simpl),,<b>pupphā</b> tathāgatassa sarīraṃ okiranti,Flowers are sprinkled on the dead body of the Tathāgata.
47718,phāsu 2,phāsu,VIN PAT PC 42,yes,"gaccha āvuso, na me tayā saddhiṃ kathā vā nisajjā vā <b>phāsu</b> hoti","Go away, friend, for me there is no comfort talking or sitting down together with you."
48789,byākarissati,byākarissati,AN6.61,,"yathā no bhagavā <b>byākarissati</b>, tathā naṃ mayaṃ dhāressāma","As the Blessed One will explain [it] to us, so we will keep that in mind."
49006,brahmasama,brahmasamo,SNP31 (simpl),yes,tuvaṃ hi no <b>brahmasamo</b> asi saccaṃ,You are truly for us equal to the Brahma.
49622,bhavissati 1,bhavissati,SN22.33,,taṃ vo pahīnaṃ hitāya sukhāya <b>bhavissati</b>,"[When] that is given up by you, it will be beneficial and comfortable [for you]."
49937,bhikkhusahassa,bhikkhusahassena,SN35.28,,ekaṃ samayaṃ bhagavā gayāyaṃ viharati gayāsīse saddhiṃ <b>bhikkhusahassena</b>.,On one occasion the Blessed One was dwelling in Gayā at Gayā's Head together with a thousand monks. (historical past)
50370,bhogī 1.1,bhogī,MN48 (simpl),,bhikkhu sabrahmacārīhi saddhiṃ <b>bhogī</b> hoti,The monk is partaking together with (his) fellow monks.
50879,maṇḍana,maṇḍanāya,MN2.4,,"neva davāya, na madāya, na <b>maṇḍanāya</b>, na vibhūsanāya","Neither for fun, nor for intoxication, nor for adornment, nor for physical appearance."
51004,mada 1,madāya,MN2.4,,"neva davāya, na <b>madāya</b>, na maṇḍanāya, na vibhūsanāya","Neither for fun, nor for intoxication, nor for adornment, nor for physical appearance."
51387,mama 2,mama,DN16.36 (simpl),,vo mayā dhammo ca vinayo ca desito vo <b>mama</b> accayena satthā bhavissati,"After my passing away, the Doctrine and Discipline taught by me to you, will become a teacher for you."
51391,mamaccayena,mama accayena,DN16.36 (simpl),,vo mayā dhammo ca vinayo ca desito vo <b>mama accayena</b> satthā bhavissati,"After my passing away, the Doctrine and Discipline taught by me to you, will become a teacher for you."
51429,mayā 1,mayā,DN16.36 (simpl),,vo <b>mayā</b> dhammo ca vinayo ca desito vo mama accayena satthā bhavissati,"After my passing away, the Doctrine and Discipline taught by me to you, will become a teacher for you."
51609,mahapphala,mahapphalā,SN12.22 (simpl),,kārā amhesu <b>mahapphalā</b> bhavissanti,Services (done) to us could be of great fruits.
51943,mahāsamudda,mahāsamudde,UD45,,asurā <b>mahāsamudde</b> abhiramanti.,Malevolent beings find high pleasure in the great ocean.
52100,maṃ 1,,,,,
52123,mā ahuvattha,ahuvattha,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā pamādaṃ attha, mā pacchā vippaṭisārino <b>ahuvattha</b>. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
52124,mā ahesuṃ,mā ahesuṃ,SN22.59,,evaṃ me saṅkhārā hontu! evaṃ me saṅkhārā <b>mā ahesuṃ</b>!,"Let my volitional formations be thus, let my volitional formations not be thus."
52125,mā ahosi,mā ahosi,SN22.59,,evaṃ me rūpaṃ hotu! evaṃ me rūpaṃ <b>mā ahosi</b>!,"Let my body be thus, let my body not be thus."
52127,mā kho tumhe eso ajesi,mā kho tumhe eso ajesi,VIN5.1.1,,<b>mā kho tumhe eso ajesi</b>.,Do not indeed let this [person] defeat you.
52128,mā pacchā vippaṭisārino ahuvattha,mā pacchā vippaṭisārino ahuvattha,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā pamādaṃ attha, <b>mā pacchā vippaṭisārino ahuvattha</b>. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
52129,mā pamādattha,mā pamādaṃ attha,MN19 (simpl),yes,"jhāyatha, bhikkhave, <b>mā pamādaṃ attha</b>, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
52131,mā 1.1,mā,DN16.32,,alaṃ ānanda <b>mā</b> soci <b>mā</b> paridevi,"Stop Ānanda, don't cry, don't lament!"
52135,mākāsi,mā akāsi,SN10.5,,<b>mā akāsi</b> pāpakaṃ kammaṃ,Do not do an evil deed.
52532,migadāya 1,migadāye,DN14.13 (simpl),,bhagavā <b>migadāye</b> pāturahosi,The Blessed One appeared in the deer park.
53165,me 3,me,SN22.59,,evaṃ <b>me</b> rūpaṃ hotu! evaṃ me rūpaṃ mā ahosi!,"Let my body be thus, let my body not be thus."
53167,me 5,me,SN22.59,,evaṃ <b>me</b> rūpaṃ hotu! evaṃ me rūpaṃ mā ahosi!,"Let my body be thus, let my body not be thus."
53575,yathā 1,yathā,AN6.61,,"yathā no bhagavā byākarissati, tathā naṃ mayaṃ dhāressāma","As the Blessed One will explain [it] to us, so we will keep that in mind."
53582,yathākammaṃ 1,yathākammaṃ,MN82 (simpl),,ahaṃ <b>yathākammaṃ</b> gamissāmi,I will go according to my actions.
53824,yasassī 1,,,,,
53912,yācati 1,yācati,VIN1.2.6,,bhikkhu saṅghaṃ kuṭivatthussa olokanaṃ <b>yācati</b>,A monk asks the Community to check the place of the hut.
54023,yāvataka,yāvatako,AN10.93,,"anāthapiṇḍiko gahapati <b>yāvatako</b> ahosi paribbājakehi saddhiṃ kathāsallāpo, taṃ sabbaṃ bhagavato ārocesi.","Whatever conversation the householder Anāthapindika had with the wandering ascetics, all that he told to the Blessed One."
54024,yāvatako ahosi kathāsallāpo,yāvatako ahosi paribbājakehi saddhiṃ kathāsallāpo,AN10.93,,"anāthapiṇḍiko gahapati <b>yāvatako ahosi</b> paribbājakehi saddhiṃ <b>kathāsallāpo</b>, taṃ sabbaṃ bhagavato ārocesi.","Whatever conversation the householder Anāthapindika had with the wandering ascetics, all that he told to the Blessed One."
54498,raṭṭhapāla,raṭṭhapālo,MN82,,"āyasmā <b>raṭṭhapālo</b> n'eva dānaṃ alattha na paccakkhānaṃ, añña'd'atthu akkosaṃ eva alattha!","Venerable Raṭṭhapāla obtained neither alms nor a refusal; on the contrary, he obtained only verbal abuse."
