id,pali,selected_pali_word,class_source,extra,class_example,english_translation,class
3562,anattamana,anattamanā,DN1.1,,"ce tumhe assatha kupitā vā <b>anattamanā</b> vā, tumhaṃ tena antarāyo.","If you were to be angry or irritated, on that account [it would be] an obstacle for you all.",
5733,antarāya,antarāyo,DN1.1,,"ce tumhe assatha kupitā vā anattamanā vā, tumhaṃ tena <b>antarāyo</b>.","If you were to be angry or irritated, on that account [it would be] an obstacle for you all.",
1970,aṇu 2,aṇuṃ,MN104,yes,"ime ce tumhe cha sāraṇīye dhamme samādāya vatteyyātha, passatha no tumhe taṃ vacanapathaṃ, <b>aṇuṃ</b> vā thūlaṃ vā, yaṃ tumhe n'ādhivāseyyātha?","If you could practice undertaking these six cordial things, do you see any way of saying things (i.e. mode of expression), gross or subtle, which you could not tolerate?",
5458,anuviloketi,anuvilokeyyāsi,AN7.61,,tvaṃ moggallāna disā <b>anuvilokeyyāsi</b> nakkhattāni ullokeyyāsi,"Moggallāna, you should look all around in all directions, and look up at the constellations.",
11910,āpas,,UD69,yes,"kiṃ kareyya udapānena, <b>āpā</b> ce sabbadā siyuṃ, taṇhāya mūlato chetvā, kissa pariyesanaṃ care?","What one could do with the well, if always there could be water?; Having cut off the craving from the source, why would he go about searching?",
7015,apparajakkha,apparajakkhajātikā,MN26,yes,"desetu, bhante, bhagavā dhammaṃ, desetu sugato dhammaṃ. santi sattā <b>apparajakkha</b>jātikā, assavanatā dhammassa parihāyanti.","Venerable Sir, let the Blessed One teach the doctrine, let the well-gone One teach the doctrine; there are living beings who have little dirt in their eyes, [who] are wasting away by the fact of not hearing the teaching.",
7016,apparajakkhajātika,apparajakkhajātikā,MN26,yes,"desetu, bhante, bhagavā dhammaṃ, desetu sugato dhammaṃ. santi sattā <b>apparajakkhajātikā</b>, assavanatā dhammassa parihāyanti.","Venerable Sir, let the Blessed One teach the doctrine, let the well-gone One teach the doctrine; there are living beings who have little dirt in their eyes, [who] are wasting away by the fact of not hearing the teaching.",
12803,āsaya 2,āsayaṃ,MN25 (simpl),,"mayaṃ migajātānaṃ <b>āsayaṃ</b> passeyyāma, yattha te gāhaṃ gaccheyyun'ti.","“We could see the dwelling of a species of deer, where they would go [for] a hiding place.”",
9915,assa 3.1,assu,DN10,,te tāvataken'eva attamanā <b>assu</b>,With just this much they would be pleased.,
10031,assaṃ,assu,SN22.80,,n'atthi taṃ kiñci lokasmiṃ yaṃ ahaṃ upādiyamāno na vajjavā <b>assaṃ</b>.,There is not anything in the world which I am grasping [and] would not be with faults [i.e. and would not be blameworthy].,
10058,assāma,assāma,MN10.16,,aho vata mayaṃ na maraṇadhammā <b>assāma</b>,If only we could be not of the nature to die!,
9946,assatha,assatha,DN1.1,,"ce tumhe <b>assatha</b> kupitā vā anattamanā vā, tumhaṃ tena antarāyo.","If you were to be angry or irritated, on that account [it would be] an obstacle for you all.",
10026,assavanatā,assavanatā,MN26,yes,"desetu, bhante, bhagavā dhammaṃ, desetu sugato dhammaṃ. santi sattā apparajakkhajātikā, <b>assavanatā</b> dhammassa parihāyanti.","Venerable Sir, let the Blessed One teach the doctrine, let the well-gone One teach the doctrine; there are living beings who have little dirt in their eyes, [who] are wasting away by the fact of not hearing the teaching.",
10123,assosuṃ,assosuṃ,DN16.14,,"<b>assosuṃ</b> mallā, bhagavā kusinārāyaṃ parinibbuto'ti","The Mallans heard, “The Blessed One had final Nibbāna in Kusinara”",
10098,assu 3.1,assu,DN10,,te tāvataken'eva attamanā <b>assu</b>,With just this much they would be pleased.,
2397,atīta 2,atītaṃ,MN131,,"<b>atītaṃ</b> n'ānvāgameyya, nappaṭikaṅkhe anāgataṃ.","He should not return to the past, he should not anticipate the future.",
2524,attamana,attamanā,DN10,,te tāvataken'eva <b>attamanā</b> assu,With just this much they would be pleased.,
10228,avañjha,avañjhā,SN12.22 (simpl),,evaṃ no ayaṃ amhākaṃ pabbajjā avaṅkatā <b>avañjhā</b> bhaveyya,"In this way, indeed, our renunciation would not be sterile, would not be dishonest.",
10181,avaṅkata,avaṅkatā,SN12.22 (simpl),,evaṃ no ayaṃ amhākaṃ pabbajjā <b>avaṅkatā</b> avañjhā bhaveyya,"In this way, indeed, our renunciation would not be sterile, would not be dishonest.",
47898,bandhati 1,bandheyyuṃ,VIN PAT PA 2,,rājāno coraṃ gahetvā haneyyuṃ vā <b>bandheyyuṃ</b> vā pabbājeyyuṃ vā,"The king's men, having captured a thief, could kill (him) or imprison him or banish him.",
50332,bhoga 1.1,bhoge,MN14,,kin'ti me <b>bhoge</b> na corā hareyyuṃ,How then could thieves not steal my valuables?,
27056,cetasā,cetasā,MN107 (simpl),,abhijjhaṃ loke pajaheyyuṃ vigat'ābhijjhena <b>cetasā</b> vihareyyuṃ; abhijjhāya cittaṃ parisodheyyuṃ,"They would abandon covetousness with reference to the world, they would dwell with a mind free from covetousness, they would purify the mind from covetousness.",
27315,chaḍḍita,chaḍḍitaṃ,DN22.7,,bhikkhu seyyathāpi passeyya sarīraṃ sivathikāya <b>chaḍḍitaṃ</b>,Imagine if a monk could see a dead body discarded in a charnel ground.,
27732,chetvā 1,chetvā,UD69,yes,"kiṃ kareyya udapānena, āpā ce sabbadā siyuṃ, taṇhāya mūlato <b>chetvā</b>, kissa pariyesanaṃ care?","What one could do with the well, if always there could be water?; Having cut off the craving from the source, why would he go about searching?",
32650,disā 1,disā,AN7.61,,tvaṃ moggallāna <b>disā</b> anuvilokeyyāsi nakkhattāni ullokeyyāsi,"Moggallāna, you should look all around in all directions, and look up at the constellations.",
33101,duṭṭhulla 2,duṭṭhullāhi,VIN PAT SA 3 (simpl),,yo pana bhikkhu mātugāmaṃ <b>duṭṭhullāhi</b> vācāhi obhāseyya,If any monk should speak to a woman coarsely by means of obscene words,
17431,ekacca 1,ekaccassa,SN22.3,,"idha, gahapati, <b>ekaccassa</b> evaṃ hoti, evaṃrūpo siyaṃ anāgatam'addhānaṃ, evaṃvedano siyaṃ anāgatam'addhānaṃ","In this regard, householder, some think [lit: there is thus for some], may I be of such form in the future, may I be having such feeling in the future.",
18180,evaṃrūpa,evaṃrūpo,SN22.3,,<b>evaṃrūpo</b> siyaṃ anāgatamaddhānaṃ,May I be of such form in the future.,
18208,evaṃvedana,evaṃvedano,SN22.3,,"idha, gahapati, ekaccassa evaṃ hoti, evaṃrūpo siyaṃ anāgatam'addhānaṃ, <b>evaṃvedano</b> siyaṃ anāgatam'addhānaṃ","In this regard, householder, some think [lit: there is thus for some], may I be of such form in the future, may I be having such feeling in the future.",
24853,gāha 2.2,gāhaṃ,MN25 (simpl),,"mayaṃ migajātānaṃ āsayaṃ passeyyāma, yattha te <b>gāhaṃ</b> gaccheyyun'ti.","“We could see the dwelling of a species of deer, where they would go [for] a hiding place.”",
24711,gahetvā 5,gahetvā,VIN PAT PA 2,,rājāno coraṃ <b>gahetvā</b> haneyyuṃ vā bandheyyuṃ vā pabbājeyyuṃ vā,"The king's men, having captured a thief, could kill (him) or imprison him or banish him.",
24431,gamanāya,gamanāya,VIN PAT PC 49,yes,siyā ca tassa bhikkhuno koci'd'eva paccayo senaṃ <b>gamanāya</b>,And if there might be some or other reason for that monk for going to see an army,
24726,gāthā 1,gāthāya,SN8.11 (simpl),,yaṃnūn'āhaṃ bhagavantaṃ sammukhā sāruppāya <b>gāthāya</b> abhitthaveyyāmi,Maybe I should praise the Blessed One face-to-face with an appropriate verse.,
70966,hanati 3,haneyyuṃ,VIN PAT PA 2,,rājāno coraṃ gahetvā <b>haneyyuṃ</b> vā bandheyyuṃ vā pabbājeyyuṃ vā,"The king's men, having captured a thief, could kill (him) or imprison him or banish him.",
71011,harati 2,,MN14,,kin'ti me bhoge na corā <b>hareyyuṃ</b>,How then could thieves not steal my valuables?,
13687,idha 2,idha,SN22.3,,"<b>idha</b>, gahapati, ekaccassa evaṃ hoti, evaṃrūpo siyaṃ anāgatam'addhānaṃ, evaṃvedano siyaṃ anāgatam'addhānaṃ","In this regard, householder, some think [lit: there is thus for some], may I be of such form in the future, may I be having such feeling in the future.",
28343,jāneyya,jāneyyāsi,AN8.53,,ye kho tvaṃ dhamme <b>jāneyyāsi</b>,"Indeed, whatever things you might know",
28513,jivhā,jivhāya,MN152,,<b>jivhāya</b> rasaṃ sāyitvā uppajjati manāpaṃ,"Having tasted a flavour with the tongue, a pleasant experience arises.",
20551,kareyya 2,kareyya,UD69,yes,"kiṃ <b>kareyya</b> udapānena, āpā ce sabbadā siyuṃ, taṇhāya mūlato chetvā, kissa pariyesanaṃ care?","What one could do with the well, if always there could be water?; Having cut off the craving from the source, why would he go about searching?",
23967,kho pana,kho pana,DN16.36 (simpl),,"siyā <b>kho pana</b> ananda, tumhākaṃ evaṃ assa — n'atthi no satthā iti.","And now, Ananda, it could be thus would occur to you: “there is no teacher for us.”",
21957,kiṃ 2,kin'ti,MN14,,<b>kin</b>'ti me bhoge na corā hareyyuṃ,How then could thieves not steal my valuables?,
21727,kinti,kin'ti,MN14,,<b>kin'ti</b> me bhoge na corā hareyyuṃ,How then could thieves not steal my valuables?,
21930,kissa 1,kissa,UD69,yes,"kiṃ kareyya udapānena, āpā ce sabbadā siyuṃ, taṇhāya mūlato chetvā, <b>kissa</b> pariyesanaṃ care?","What one could do with the well, if always there could be water?; Having cut off the craving from the source, why would he go about searching?",
22949,kocideva,,VIN PAT PC 49,yes,siyā ca tassa bhikkhuno <b>koci'd'eva</b> paccayo senaṃ gamanāya ,And if there might be some or other reason for that monk for going to see an army…,
22353,kupita,kupitā,DN1.1,,"ce tumhe assatha <b>kupitā</b> vā anattamanā vā, tumhaṃ tena antarāyo.","If you were to be angry or irritated, on that account [it would be] an obstacle for you all.",
22687,kusinārā,kusinārāyaṃ,DN16.14,,"assosuṃ mallā, bhagavā <b>kusinārāyaṃ</b> parinibbuto'ti","The Mallans heard, “The Blessed One had final Nibbāna in Kusinara”",
22785,kūṭāgāra 1,kūṭāgāra-sālāyaṃ,AN8.53,,ekaṃ samayaṃ bhagavā vesāliyaṃ viharati mahāvane <b>kūṭāgāra</b>-sālāyaṃ,"At one time the Blessed One was living in Vesali, in the great wood, in the hall of the building with the peaked roof.",
22792,kūṭāgārasālā 2,kūṭāgāra-sālāyaṃ,AN8.53,,ekaṃ samayaṃ bhagavā vesāliyaṃ viharati mahāvane <b>kūṭāgāra-sālāyaṃ</b>,"At one time the Blessed One was living in Vesali, in the great wood, in the hall of the building with the peaked roof.",
52013,mahāvana 1,mahāvane,AN8.53,,ekaṃ samayaṃ bhagavā vesāliyaṃ viharati <b>mahāvane</b> kūṭāgāra-sālāyaṃ,"At one time the Blessed One was living in Vesali, in the great wood, in the hall of the building with the peaked roof.",
51141,manāpa 2,manāpaṃ,MN152,,jivhāya rasaṃ sāyitvā uppajjati <b>manāpaṃ</b>,"Having tasted a flavour with the tongue, a pleasant experience arises.",
51451,maraṇadhamma,maraṇadhammā,MN10.16,,aho vata mayaṃ na <b>maraṇadhammā</b> assāma,If only we could be not of the nature to die!,
52527,migajāta,migajātānaṃ,MN25 (simpl),,"mayaṃ <b>migajātānaṃ</b> āsayaṃ passeyyāma, yattha te gāhaṃ gaccheyyun'ti.","“We could see the dwelling of a species of deer, where they would go [for] a hiding place.”",
53307,moggallāna 1,moggallāna,AN7.61,,tvaṃ <b>moggallāna</b> disā anuvilokeyyāsi nakkhattāni ullokeyyāsi,"Moggallāna, you should look all around in all directions, and look up at the constellations.",
52822,muccati 1.1,mucceyya,DN2.19,,so aparena samayena tamhā ābādhā <b>mucceyya</b>,"After some time, he could become free from that illness.",
53090,mūla 2,mūlato,UD69,yes,"kiṃ kareyya udapānena, āpā ce sabbadā siyuṃ, taṇhāya <b>mūlato</b> chetvā, kissa pariyesanaṃ care?","What one could do with the well, if always there could be water?; Having cut off the craving from the source, why would he go about searching?",
36220,nādhivāseti,n'ādhivāseyyātha,MN104,yes,"ime ce tumhe cha sāraṇīye dhamme samādāya vatteyyātha, passatha no tumhe taṃ vacanapathaṃ, aṇuṃ vā thūlaṃ vā, yaṃ tumhe <b>n'ādhivāseyyātha</b>?","If you could practice undertaking these six cordial things, do you see any way of saying things (i.e. mode of expression), gross or subtle, which you could not tolerate?",
35986,nahāyati,nahāyeyya,VIN PAT PC 57,,"yo pana bhikkhu oren'addhamāsaṃ <b>nahāyeyya</b>, pācittiyaṃ","whichever monk should bathe within half a month, that is an offence requiring confession.",
35372,nakkhatta 1,nakkhattāni,AN7.61,,tvaṃ moggallāna disā anuvilokeyyāsi <b>nakkhattāni</b> ullokeyyāsi,"Moggallāna, you should look all around in all directions, and look up at the constellations.",
36361,nānvāgameti,n'ānvāgameyya,MN131,,"atītaṃ <b>n'ānvāgameyya</b>, nappaṭikaṅkhe anāgataṃ.","He should not return to the past, he should not anticipate the future.",
35710,nappaṭikaṅkhati,nappaṭikaṅkhe,MN131,,"atītaṃ n'ānvāgameyya, <b>nappaṭikaṅkhe</b> anāgataṃ.","He should not return to the past, he should not anticipate the future.",
35540,natthi 1,n'atthi,DN16.36 (simpl),,"siyā kho pana ananda, tumhākaṃ evaṃ assa — <b>n'atthi</b> no satthā iti.","And now, Ananda, it could be thus would occur to you: “there is no teacher for us.”",
38885,no 1.3,,SN 12.22 (simpl),,evaṃ <b>no</b> ayaṃ amhākaṃ pabbajjā avaṅkatā avañjhā bhaveyya,"In this way, indeed, our renunciation would not be sterile, would not be dishonest.",
18775,obhāsati 1.1,obhāseyya,VIN PAT SA 3 (simpl),,yo pana bhikkhu mātugāmaṃ duṭṭhullāhi vācāhi <b>obhāseyya</b>,If any monk should speak to a woman coarsely by means of obscene words,
18876,orenaddhamāsaṃ,oren'addhamāsaṃ,VIN PAT PC 57,,"yo pana bhikkhu <b>oren'addhamāsaṃ</b> nahāyeyya, pācittiyaṃ","whichever monk should bathe within half a month, that is an offence requiring confession.",
42544,pabbājeti 1,pabbājeyyuṃ,VIN PAT PA 2,,rājāno coraṃ gahetvā haneyyuṃ vā bandheyyuṃ vā <b>pabbājeyyuṃ</b> vā,"The king's men, having captured a thief, could kill (him) or imprison him or banish him.",
42491,pabbajjā 1,pabbajjā,SN12.22 (simpl),,evaṃ no ayaṃ amhākaṃ <b>pabbajjā</b> avaṅkatā avañjhā bhaveyya,"In this way, indeed, our renunciation would not be sterile, would not be dishonest.",
39376,paccaya 2,,VIN PAT PC 49,yes,siyā ca tassa bhikkhuno koci'd'eva <b>paccayo</b> senaṃ gamanāya,And if there might be some or other reason for that monk for going to see an army…,
45691,pāmojja,pāmojjaṃ,MN39,,"so tatonidānaṃ labheyya <b>pāmojjaṃ</b>, adhigaccheyya somanassaṃ","Because of that he would obtain gladness, he would experience pleasure.",
42281,pana,pana,VIN PAT PC 57,,"yo <b>pana</b> bhikkhu oren'addhamāsaṃ nahāyeyya, pācittiyaṃ","whichever monk should bathe within half a month, that is an offence requiring confession.",
42964,parama 1,paramāya,DN16.27,,so tathāgataṃ pūjeti <b>paramāya</b> pūjāya,He honors the Buddha with the highest veneration.,
43605,parinibbuta 3,parinibbuto,DN16.14,,"assosuṃ mallā, bhagavā kusinārāyaṃ <b>parinibbuto</b>'ti","The Mallans heard, “The Blessed One had final Nibbāna in Kusinara”",
44177,parisodheti,parisodheyyuṃ,MN107 (simpl),,abhijjhaṃ loke pajaheyyuṃ vigat'ābhijjhena cetasā vihareyyuṃ; abhijjhāya cittaṃ <b>parisodheyyuṃ</b>,"They would abandon covetousness with reference to the world, they would dwell with a mind free from covetousness, they would purify the mind from covetousness.",
44013,pariyesanaṃ,pariyesanaṃ,UD69,yes,"kiṃ kareyya udapānena, āpā ce sabbadā siyuṃ, taṇhāya mūlato chetvā, kissa <b>pariyesanaṃ</b> care?","What one could do with the well, if always there could be water?; Having cut off the craving from the source, why would he go about searching?",
44797,passeyya 1,passeyya,DN22.7,,bhikkhu seyyathāpi <b>passeyya</b> sarīraṃ sivathikāya chaḍḍitaṃ,Imagine if a monk could see a dead body discarded in a charnel ground.,
40353,paṭighāta 1,,MN2.4,,"yāva'd'eva uppannānaṃ veyyābādhikānaṃ vedanānaṃ <b>paṭighātāya</b> abyāpajjhaparamatāya	 ","Only as much as for the freedom from oppressive pain at the most, for the warding off of oppressive feelings that have arisen.",
44980,pavivitta,pavivittassa,AN8.30 (simpl),,idha bhikkhuno <b>pavivittassa</b> viharato bhaveyyuṃ upasaṅkamitāro bhikkhū upāsakā upāsikāyo,"In this regard, for a monk dwelling secluded, visitors would (come) - monks, male lay disciples, [and] female lay disciples.",
47334,pesala,pesalā,AN7.23,yes,"bhikkhave, bhikkhū paccattaṃ satiṃ upaṭṭhāpessanti: kin'ti anāgatā ca <b>pesalā</b> sabrahmacārī āgaccheyyuṃ, āgatā ca pesalā sabrahmacārī phāsuṃ vihareyyuṃ? iti","Bhikkhus, the monks will establish mindfulness individually [with the intention]: “How then well-behaved fellow monks [who] have not come could come and (how) well-behaved monks [who] have come could dwell at ease?”",
47740,phāsuṃ,phāsuṃ,AN7.23,yes,"bhikkhave, bhikkhū paccattaṃ satiṃ upaṭṭhāpessanti: kin'ti anāgatā ca pesalā sabrahmacārī āgaccheyyuṃ, āgatā ca pesalā sabrahmacārī <b>phāsuṃ</b> vihareyyuṃ? iti","Bhikkhus, the monks will establish mindfulness individually [with the intention]: “How then well-behaved fellow monks [who] have not come could come and (how) well-behaved monks [who] have come could dwell at ease?”",
75481,pūjā 1,pūjāya,DN16.27,,so tathāgataṃ pūjeti paramāya <b>pūjāya</b>,He honors the Buddha with the highest veneration.,
54409,rajakkha,,MN26,yes,"desetu, bhante, bhagavā dhammaṃ, desetu sugato dhammaṃ. santi sattā appa<b>rajakkha</b>jātikā, assavanatā dhammassa parihāyanti.","Venerable Sir, let the Blessed One teach the doctrine, let the well-gone One teach the doctrine; there are living beings who have little dirt in their eyes, [who] are wasting away by the fact of not hearing the teaching.",
54956,rājāno,rājāno,VIN PAT PA 2,,<b>rājāno</b> coraṃ gahetvā haneyyuṃ vā bandheyyuṃ vā pabbājeyyuṃ vā,"The king's men, having captured a thief, could kill (him) or imprison him or banish him.",
58858,sabbadā,sabbadā,UD69,yes,"kiṃ kareyya udapānena, āpā ce <b>sabbadā</b> siyuṃ, taṇhāya mūlato chetvā, kissa pariyesanaṃ care?","What one could do with the well, if always there could be water?; Having cut off the craving from the source, why would he go about searching?",
59599,samādāya 2,samādāya,MN104,yes,"ime ce tumhe cha sāraṇīye dhamme <b>samādāya</b> vatteyyātha, passatha no tumhe taṃ vacanapathaṃ, aṇuṃ vā thūlaṃ vā, yaṃ tumhe n'ādhivāseyyātha?","If you could practice undertaking these six cordial things, do you see any way of saying things (i.e. mode of expression), gross or subtle, which you could not tolerate?",
60885,sammukhā,sammukhā,SN8.11 (simpl),,yaṃnūn'āhaṃ bhagavantaṃ <b>sammukhā</b> sāruppāya gāthāya abhitthaveyyāmi,Maybe I should praise the Blessed One face-to-face with an appropriate verse.,
62455,sāraṇīya 1.1,sāraṇīye,MN104,yes,"ime ce tumhe cha <b>sāraṇīye</b> dhamme samādāya vatteyyātha, passatha no tumhe taṃ vacanapathaṃ, aṇuṃ vā thūlaṃ vā, yaṃ tumhe n'ādhivāseyyātha?","If you could practice undertaking these six cordial things, do you see any way of saying things (i.e. mode of expression), gross or subtle, which you could not tolerate?",
62546,sāruppa,sāruppāya,SN8.11 (simpl),,yaṃnūn'āhaṃ bhagavantaṃ sammukhā <b>sāruppāya</b> gāthāya abhitthaveyyāmi,Maybe I should praise the Blessed One face-to-face with an appropriate verse.,
62417,sāyitvā,sāyitvā,MN152,,jivhāya rasaṃ <b>sāyitvā</b> uppajjati manāpaṃ,"Having tasted a flavour with the tongue, a pleasant experience arises.",
64905,senā,senaṃ,VIN PAT PC 49,yes,siyā ca tassa bhikkhuno koci'd'eva paccayo <b>senaṃ</b> gamanāya,And if there might be some or other reason for that monk for going to see an army,
63071,sivathikā,sivathikāya,DN22.7,,bhikkhu seyyathāpi passeyya sarīraṃ <b>sivathikāya</b> chaḍḍitaṃ,Imagine if a monk could see a dead body discarded in a charnel ground.,
62985,siyā 2,siyā,DN16.36 (simpl),,"<b>siyā</b> kho pana ananda, tumhākaṃ evaṃ assa — n'atthi no satthā iti.","And now, Ananda, it could be thus would occur to you: “there is no teacher for us.”",
62982,siyaṃ,siyaṃ,SN22.3,,evaṃrūpo <b>siyaṃ</b> anāgatamaddhānaṃ,May I be of such form in the future.,
62986,siyuṃ,siyuṃ,UD69,yes,"kiṃ kareyya udapānena, āpā ce sabbadā <b>siyuṃ</b>, taṇhāya mūlato chetvā, kissa pariyesanaṃ care?","What one could do with the well, if always there could be water?; Having cut off the craving from the source, why would he go about searching?",
29568,tatonidānaṃ,tatonidānaṃ,MN39,,"so <b>tatonidānaṃ</b> labheyya pāmojjaṃ, adhigaccheyya somanassaṃ","Because of that he would obtain gladness, he would experience pleasure.",
30379,tāvatakeneva,tāvataken'eva,DN10,,te <b>tāvataken'eva</b> attamanā assu,With just this much they would be pleased.,
31134,te 1.1,te,DN10,,<b>te</b> tāvataken'eva attamanā assu,With just this much they would be pleased.,
31217,tena 2,,DN1.1,,"ce tumhe assatha kupitā vā anattamanā vā, tumhaṃ <b>tena</b> antarāyo.","If you were to be angry or irritated, on that account [it would be] an obstacle for you all.",
31576,thūla 2,thūlaṃ,MN104,yes,"ime ce tumhe cha sāraṇīye dhamme samādāya vatteyyātha, passatha no tumhe taṃ vacanapathaṃ, aṇuṃ vā <b>thūlaṃ</b> vā, yaṃ tumhe n'ādhivāseyyātha?","If you could practice undertaking these six cordial things, do you see any way of saying things (i.e. mode of expression), gross or subtle, which you could not tolerate?",
31023,tumhākaṃ 2,tumhākaṃ,DN16.36 (simpl),,"siyā kho pana ananda, <b>tumhākaṃ</b> evaṃ assa — n'atthi no satthā iti.","And now, Ananda, it could be thus would occur to you: “there is no teacher for us.”",
31018,tumhaṃ 1,,DN1.1,,"ce tumhe assatha kupitā vā anattamanā vā, <b>tumhaṃ</b> tena antarāyo.","If you were to be angry or irritated, on that account [it would be] an obstacle for you all.",
31026,tumhe 1,tumhe,DN1.1,,"ce <b>tumhe</b> assatha kupitā vā anattamanā vā, tumhaṃ tena antarāyo.","If you were to be angry or irritated, on that account [it would be] an obstacle for you all.",
14956,udapāna,udapānena,UD69,yes,"kiṃ kareyya <b>udapānena</b>, āpā ce sabbadā siyuṃ, taṇhāya mūlato chetvā, kissa pariyesanaṃ care?","What one could do with the well, if always there could be water?; Having cut off the craving from the source, why would he go about searching?",
17072,ulloketi,ullokeyyāsi,AN7.61,,tvaṃ moggallāna disā anuvilokeyyāsi nakkhattāni <b>ullokeyyāsi</b>,"Moggallāna, you should look all around in all directions, and look up at the constellations.",
16367,upādiyamāna,upādiyamāno,SN22.80,,n'atthi taṃ kiñci lokasmiṃ yaṃ ahaṃ <b>upādiyamāno</b> na vajjavā assaṃ.,There is not anything in the world which I am grasping [and] would not be with faults [i.e. and would not be blameworthy].,
16092,upasaṅkamitar 1,upasaṅkamitāro,AN8.30 (simpl),,idha bhikkhuno pavivittassa viharato bhaveyyuṃ <b>upasaṅkamitāro</b> bhikkhū upāsakā upāsikāyo,"In this regard, for a monk dwelling secluded, visitors would (come) - monks, male lay disciples, [and] female lay disciples.",
16430,upāsikā,upāsikāyo,AN8.30 (simpl),,idha bhikkhuno pavivittassa viharato bhaveyyuṃ upasaṅkamitāro bhikkhū upāsakā <b>upāsikāyo</b>,"In this regard, for a monk dwelling secluded, visitors would (come) - monks, male lay disciples, [and] female lay disciples.",
15560,upaṭṭhāpeti 2,upaṭṭhāpessanti,AN7.23,yes,"bhikkhave, bhikkhū paccattaṃ satiṃ <b>upaṭṭhāpessanti</b>: kin'ti anāgatā ca pesalā sabrahmacārī āgaccheyyuṃ, āgatā ca pesalā sabrahmacārī phāsuṃ vihareyyuṃ? iti","Bhikkhus, the monks will establish mindfulness individually [with the intention]: “How then well-behaved fellow monks [who] have not come could come and (how) well-behaved monks [who] have come could dwell at ease?”",
65589,vacanapatha,vacanapathaṃ,MN104,yes,"ime ce tumhe cha sāraṇīye dhamme samādāya vatteyyātha, passatha no tumhe taṃ <b>vacanapathaṃ</b>, aṇuṃ vā thūlaṃ vā, yaṃ tumhe n'ādhivāseyyātha?","If you could practice undertaking these six cordial things, do you see any way of saying things (i.e. mode of expression), gross or subtle, which you could not tolerate?",
65726,vajjavant,vajjavā,SN22.80,,n'atthi taṃ kiñci lokasmiṃ yaṃ ahaṃ upādiyamāno na <b>vajjavā</b> assaṃ.,There is not anything in the world which I am grasping [and] would not be with faults [i.e. and would not be blameworthy].,
