id,pali,selected_pali_word,class_source,extra,class_example,english_translation
40695,paṭibhānaka 2,paṭibhānakaṃ,AN5.37,,"sukhassa dātā medhāvī, sukhaṃ so adhigacchati. āyuṃ datvā balaṃ vaṇṇaṃ, sukhañ'ca <b>paṭibhānakaṃ</b>, dīgh'āyu yasavā hoti, yattha yatth'ūpapajjatī'ti.","“The intelligent man, [who is a] bestower of happiness, obtains happiness; having given long-life, strength, beauty, happiness and understanding, he has long life and is renowned wherever he is reborn.”"
65894,vaṇṇa 1.01,vaṇṇaṃ,AN5.37,,"sukhassa dātā medhāvī, sukhaṃ so adhigacchati. āyuṃ datvā balaṃ <b>vaṇṇaṃ</b>, sukhañ'ca paṭibhānakaṃ, dīgh'āyu yasavā hoti, yattha yatth'ūpapajjatī'ti.","“The intelligent man, [who is a] bestower of happiness, obtains happiness; having given long-life, strength, beauty, happiness and understanding, he has long life and is renowned wherever he is reborn.”"
53827,yasavant,yasavā,AN5.37,,"sukhassa dātā medhāvī, sukhaṃ so adhigacchati. āyuṃ datvā balaṃ vaṇṇaṃ, sukhañ'ca paṭibhānakaṃ, dīgh'āyu <b>yasavā</b> hoti, yattha yatth'ūpapajjatī'ti.","“The intelligent man, [who is a] bestower of happiness, obtains happiness; having given long-life, strength, beauty, happiness and understanding, he has long life and is renowned wherever he is reborn.”"
34541,dhana 3,dhanaṃ,AN7.6,,"saddhādhanaṃ sīladhanaṃ, hirī ottappiyaṃ <b>dhanaṃ</b>, sutadhanañ'ca cāgo ca, paññā ve sattamaṃ dhanaṃ.","Wealth of faith, wealth of ethical conduct, [the wealth of] sense of shame and] fear of wrongdoing, wealth of learning [and] generosity, and wisdom, indeed, the most excellent [kind] of value."
18561,ottappiya,ottappiyaṃ,AN7.6,,"saddhādhanaṃ sīladhanaṃ, hirī <b>ottappiyaṃ</b> dhanaṃ, sutadhanañ'ca cāgo ca, paññā ve sattamaṃ dhanaṃ.","Wealth of faith, wealth of ethical conduct, [the wealth of] sense of shame and] fear of wrongdoing, wealth of learning [and] generosity, and wisdom, indeed, the most excellent [kind] of value."
58077,saddhādhana,saddhādhanaṃ,AN7.6,,"<b>saddhādhanaṃ</b> sīladhanaṃ, hirī ottappiyaṃ dhanaṃ, sutadhanañ'ca cāgo ca, paññā ve sattamaṃ dhanaṃ.","Wealth of faith, wealth of ethical conduct, [the wealth of] sense of shame and] fear of wrongdoing, wealth of learning [and] generosity, and wisdom, indeed, the most excellent [kind] of value."
57743,sattama 2.1,sattamaṃ,AN7.6,,"saddhādhanaṃ sīladhanaṃ, hirī ottappiyaṃ dhanaṃ, sutadhanañ'ca cāgo ca, paññā ve <b>sattamaṃ</b> dhanaṃ.","Wealth of faith, wealth of ethical conduct, [the wealth of] sense of shame and] fear of wrongdoing, wealth of learning [and] generosity, and wisdom, indeed, the most excellent [kind] of value."
63165,sīladhana,sīladhanaṃ,AN7.6,,"saddhādhanaṃ <b>sīladhanaṃ</b>, hirī ottappiyaṃ dhanaṃ, sutadhanañ'ca cāgo ca, paññā ve sattamaṃ dhanaṃ.","Wealth of faith, wealth of ethical conduct, [the wealth of] sense of shame and] fear of wrongdoing, wealth of learning [and] generosity, and wisdom, indeed, the most excellent [kind] of value."
63772,suta 1.4,,AN7.6,,"saddhādhanaṃ sīladhanaṃ, hirī ottappiyaṃ dhanaṃ, <b>suta</b>dhanañ'ca cāgo ca, paññā ve sattamaṃ dhanaṃ.","Wealth of faith, wealth of ethical conduct, [the wealth of] sense of shame and] fear of wrongdoing, wealth of learning [and] generosity, and wisdom, indeed, the most excellent [kind] of value."
63778,sutadhana,,AN7.6,,"saddhādhanaṃ sīladhanaṃ, hirī ottappiyaṃ dhanaṃ, <b>sutadhanañ</b>'ca cāgo ca, paññā ve sattamaṃ dhanaṃ.","Wealth of faith, wealth of ethical conduct, [the wealth of] sense of shame and] fear of wrongdoing, wealth of learning [and] generosity, and wisdom, indeed, the most excellent [kind] of value."
13072,āvikattar,āvikattā,AN8.13,,"yāni kho panassa honti sāṭheyyāni kūṭeyyāni jimheyyāni vaṅkeyyāni, tāni yathābhūtaṃ <b>āvikattā</b> hoti satthari vā viññūsu vā sabrahmacārīsu.","Whatever treachery, crookedness, deceitfulness and dishonesty he has, he is someone who openly reveals those things to the teacher or wise fellow monks."
28496,jimheyya,jimheyyāni,AN8.13,,"yāni kho panassa honti sāṭheyyāni kūṭeyyāni <b>jimheyyāni</b> vaṅkeyyāni, tāni yathābhūtaṃ āvikattā hoti satthari vā viññūsu vā sabrahmacārīsu.","Whatever treachery, crookedness, deceitfulness and dishonesty he has, he is someone who openly reveals those things to the teacher or wise fellow monks."
22796,kūṭeyya,kūṭeyyāni,AN8.13,,"yāni kho panassa honti sāṭheyyāni <b>kūṭeyyāni</b> jimheyyāni vaṅkeyyāni, tāni yathābhūtaṃ āvikattā hoti satthari vā viññūsu vā sabrahmacārīsu.","Whatever treachery, crookedness, deceitfulness and dishonesty he has, he is someone who openly reveals those things to the teacher or wise fellow monks."
42293,panassa,,AN8.13,,"yāni kho <b>panassa</b> honti sāṭheyyāni kūṭeyyāni jimheyyāni vaṅkeyyāni, tāni yathābhūtaṃ āvikattā hoti satthari vā viññūsu vā sabrahmacārīsu.","Whatever treachery, crookedness, deceitfulness and dishonesty he has, he is someone who openly reveals those things to the teacher or wise fellow monks."
62113,sāṭheyya,sāṭheyyāni,AN8.13,,"yāni kho panassa honti <b>sāṭheyyāni</b> kūṭeyyāni jimheyyāni vaṅkeyyāni, tāni yathābhūtaṃ āvikattā hoti satthari vā viññūsu vā sabrahmacārīsu.","Whatever treachery, crookedness, deceitfulness and dishonesty he has, he is someone who openly reveals those things to the teacher or wise fellow monks."
65563,vaṅkeyya,vaṅkeyyāni,AN8.13,,"yāni kho panassa honti sāṭheyyāni kūṭeyyāni jimheyyāni <b>vaṅkeyyāni</b>, tāni yathābhūtaṃ āvikattā hoti satthari vā viññūsu vā sabrahmacārīsu.","Whatever treachery, crookedness, deceitfulness and dishonesty he has, he is someone who openly reveals those things to the teacher or wise fellow monks."
1228,ajjatana,,DHP227,,"porāṇametaṃ atula, netaṃ <b>ajjatanām</b>iva, nindanti tuṇhimāsīnaṃ, nindanti bahubhāṇinaṃ, mitabhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
1230,ajjatanāṃ,,DHP227,,"porāṇametaṃ atula, netaṃ <b>ajjatanām</b>iva, nindanti tuṇhimāsīnaṃ, nindanti bahubhāṇinaṃ, mitabhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
4209,anindita 2,anindito,DHP227,,"porāṇametaṃ atula, netaṃ ajjatanāmiva, nindanti tuṇhimāsīnaṃ, nindanti bahubhāṇinaṃ, mitabhāṇimpi nindanti, natthi loke <b>anindito</b>.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
12903,āsīna 1,āsīnaṃ,DHP227,,"porāṇametaṃ atula, netaṃ ajjatanāmiva, nindanti tuṇhim<b>āsīnaṃ</b>, nindanti bahubhāṇinaṃ, mitabhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
2427,atula 1,atula,DHP227,,"porāṇametaṃ <b>atula</b>, netaṃ ajjatanāmiva, nindanti tuṇhimāsīnaṃ, nindanti bahubhāṇinaṃ, mitabhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
48169,bahubhāṇī,bahubhāṇinaṃ,DHP227,,"porāṇametaṃ atula, netaṃ ajjatanāmiva, nindanti tuṇhimāsīnaṃ, nindanti <b>bahubhāṇinaṃ</b>, mitabhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
49692,bhāṇī,,DHP227,,"porāṇametaṃ atula, netaṃ ajjatanāmiva, nindanti tuṇhimāsīnaṃ, nindanti bahu<b>bhāṇinaṃ</b>, mitabhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
52652,mita 1,,DHP227,,"porāṇametaṃ atula, netaṃ ajjatanāmiva, nindanti tuṇhimāsīnaṃ, nindanti bahubhāṇinaṃ, <b>mita</b>bhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
52655,mitabhāṇī,,DHP227,,"porāṇametaṃ atula, netaṃ ajjatanāmiva, nindanti tuṇhimāsīnaṃ, nindanti bahubhāṇinaṃ, <b>mitabhāṇim</b>pi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
37311,nindati,nindanti,DHP227,,"porāṇametaṃ atula, netaṃ ajjatanāmiva, <b>nindanti</b> tuṇhimāsīnaṃ, nindanti bahubhāṇinaṃ, mitabhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
47466,porāṇa 2,porāṇametaṃ,DHP227,,"<b>porāṇa</b>metaṃ atula, netaṃ ajjatanāmiva, nindanti tuṇhimāsīnaṃ, nindanti bahubhāṇinaṃ, mitabhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
30983,tuṇhiṃ,tuṇhim,DHP227,,"porāṇametaṃ atula, netaṃ ajjatanāmiva, nindanti <b>tuṇhim</b>āsīnaṃ, nindanti bahubhāṇinaṃ, mitabhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
30982,tuṇhimāsīna,tuṇhimāsīnaṃ,DHP227,,"porāṇametaṃ atula, netaṃ ajjatanāmiva, nindanti <b>tuṇhimāsīnaṃ</b>, nindanti bahubhāṇinaṃ, mitabhāṇimpi nindanti, natthi loke anindito.","This is an ancient thing, Atula, not only related to the present. They blame one sitting silently, they blame one talking a lot, they blame one measured in speech. There is not (anyone) in the world not blamed."
35331,na kudācanaṃ,kudācanaṃ,DHP5,,"<b>na</b> hi verena verāni, sammant'īdha <b>kudācanaṃ</b>, averena ca sammanti, esa dhammo sanantano.","Indeed, in this world, hatred is never appeased by hatred; hatred is appeased by non-hatred. This is an eternal truth."
60719,sammati 1.1,,DHP5,,"na hi verena verāni, <b>sammant</b>'īdha kudācanaṃ, averena ca sammanti, esa dhammo sanantano.","Indeed, in this world, hatred is never appeased by hatred; hatred is appeased by non-hatred. This is an eternal truth."
60725,sammatta 2.1,sammant'īdha,DHP5,,"na hi verena verāni, <b>sammant'īdha</b> kudācanaṃ, averena ca sammanti, esa dhammo sanantano.","Indeed, in this world, hatred is never appeased by hatred; hatred is appeased by non-hatred. This is an eternal truth."
58129,sanantana,sanantano,DHP5,,"na hi verena verāni, sammant'īdha kudācanaṃ, averena ca sammanti, esa dhammo <b>sanantano</b>.","Indeed, in this world, hatred is never appeased by hatred; hatred is appeased by non-hatred. This is an eternal truth."
47996,balamattā,balamattā,MN39,,"ahaṃ kho pubbe ābādhiko ahosiṃ dukkhito bāḷhagilāno, bhattañca me nacchādesi, na ca me āsi kāye <b>balamattā</b>","Previously I was truly sick, suffering, extremely ill. Food did not please me and there was no strength in my body."
48406,bāḷha,,MN39,,"ahaṃ kho pubbe ābādhiko ahosiṃ dukkhito <b>bāḷha</b>gilāno, bhattañca me nacchādesi, na ca me āsi kāye balamattā","Previously I was truly sick, suffering, extremely ill. Food did not please me and there was no strength in my body."
24950,gilāna 1,,MN39,,"ahaṃ kho pubbe ābādhiko ahosiṃ dukkhito bāḷha<b>gilāno</b>, bhattañca me nacchādesi, na ca me āsi kāye balamattā","Previously I was truly sick, suffering, extremely ill. Food did not please me and there was no strength in my body."
35486,nacchādesi,nacchādesi,MN39,,"ahaṃ kho pubbe ābādhiko ahosiṃ dukkhito bāḷhagilāno, bhattañca me <b>nacchādesi</b>, na ca me āsi kāye balamattā","Previously I was truly sick, suffering, extremely ill. Food did not please me and there was no strength in my body."
20236,kamma 4,,MN48,,"idha, bhikkhave, bhikkhuno mettaṃ kāya<b>kammaṃ</b> paccupaṭṭhitaṃ hoti sabrahmacārīsu āvi c'eva raho ca. ","Here, monks, a monk has established (lit: there is established for a monk) kind bodily action(s) in regard to his spiritual companions, openly and even privately."
17592,ekaputtaka,ekaputtakā,SN12.63,,"te puttamaṃsāni c'eva khādeyyuṃ, ure ca paṭipiseyyuṃ, kahaṃ, <b>ekaputtaka</b>, kahaṃ, <b>ekaputtakā</b>'ti","And just as they would eat (or, were eating) the flesh of [their] son, they would beat their breasts, [saying] “Where [are you] [our] only young son, where [are you] [our] only young son?”"
20830,kahaṃ,kahaṃ,SN12.63,,"te puttamaṃsāni c'eva khādeyyuṃ, ure ca paṭipiseyyuṃ, <b>kahaṃ</b>, ekaputtaka, <b>kahaṃ</b>, ekaputtakā'ti","And just as they would eat (or, were eating) the flesh of [their] son, they would beat their breasts, [saying] “Where [are you] [our] only young son, where [are you] [our] only young son?”"
40594,paṭipisati,paṭipiseyyuṃ,SN12.63,,"te puttamaṃsāni c'eva khādeyyuṃ, ure ca <b>paṭipiseyyuṃ</b>, kahaṃ, ekaputtaka, kahaṃ, ekaputtakā'ti","And just as they would eat (or, were eating) the flesh of [their] son, they would beat their breasts, [saying] “Where [are you] [our] only young son, where [are you] [our] only young son?”"
46626,puttaka 1,,SN12.63,,"te puttamaṃsāni c'eva khādeyyuṃ, ure ca paṭipiseyyuṃ, kahaṃ, eka<b>puttaka</b>, kahaṃ, eka<b>puttakā</b>'ti","And just as they would eat (or, were eating) the flesh of [their] son, they would beat their breasts, [saying] “Where [are you] [our] only young son, where [are you] [our] only young son?”"
46646,puttamaṃsa,puttamaṃsāni,SN12.63,,"te <b>puttamaṃsāni</b> c'eva khādeyyuṃ, ure ca paṭipiseyyuṃ, kahaṃ, ekaputtaka, kahaṃ, ekaputtakā'ti","And just as they would eat (or, were eating) the flesh of [their] son, they would beat their breasts, [saying] “Where [are you] [our] only young son, where [are you] [our] only young son?”"
17006,uras,ure,SN12.63,,"te puttamaṃsāni c'eva khādeyyuṃ, <b>ure</b> ca paṭipiseyyuṃ, kahaṃ, ekaputtaka, kahaṃ, ekaputtakā'ti","And just as they would eat (or, were eating) the flesh of [their] son, they would beat their breasts, [saying] “Where [are you] [our] only young son, where [are you] [our] only young son?”"
6943,appapurisa,appapurisāni,SN20.3,yes,"seyyathāpi, bhikkhave, yāni kānici kulāni bahutthikāni <b>appapurisāni</b> tāni suppadhaṃsiyāni honti corehi kumbhatthenakehi.","Just like, monks, whichever families with many women and few men are easily overcome by robbers and burglars ..."
48135,bahutthika,bahutthikāni,SN20.3,yes,"seyyathāpi, bhikkhave, yāni kānici kulāni <b>bahutthikāni</b> appapurisāni tāni suppadhaṃsiyāni honti corehi kumbhatthenakehi.","Just like, monks, whichever families with many women and few men are easily overcome by robbers and burglars ..."
22464,kumbhatthenaka,kumbhatthenakehi,SN20.3,yes,"seyyathāpi, bhikkhave, yāni kānici kulāni bahutthikāni appapurisāni tāni suppadhaṃsiyāni honti corehi <b>kumbhatthenakehi</b>.","Just like, monks, whichever families with many women and few men are easily overcome by robbers and burglars ..."
64163,suppadhaṃsiya,suppadhaṃsiyāni,SN20.3,yes,"seyyathāpi, bhikkhave, yāni kānici kulāni bahutthikāni appapurisāni tāni <b>suppadhaṃsiyāni</b> honti corehi kumbhatthenakehi.","Just like, monks, whichever families with many women and few men are easily overcome by robbers and burglars ..."
31592,thenaka,thenakehi,SN20.3,yes,"seyyathāpi, bhikkhave, yāni kānici kulāni bahutthikāni appapurisāni tāni suppadhaṃsiyāni honti corehi kumbhat<b>thenakehi</b>.","Just like, monks, whichever families with many women and few men are easily overcome by robbers and burglars ..."
48311,bālya,bālyā,SN22.1,,"yo hi, gahapati, imaṃ kāyaṃ pariharanto muhuttampi ārogyaṃ paṭijāneyya, kimaññatra <b>bālyā</b>?","Who, carrying around this body, would claim health, even for a moment, apart from foolishness!?"
21751,kimaññatra,kimaññatra,SN22.1,,"yo hi, gahapati, imaṃ kāyaṃ pariharanto muhuttampi ārogyaṃ paṭijāneyya, <b>kimaññatra</b> bālyā?","Who, carrying around this body, would claim health, even for a moment, apart from foolishness!?"
53071,muhuttampi,muhuttampi,SN22.1,,"yo hi, gahapati, imaṃ kāyaṃ pariharanto <b>muhuttampi</b> ārogyaṃ paṭijāneyya, kimaññatra bālyā?","Who, carrying around this body, would claim health, even for a moment, apart from foolishness!?"
44328,pariharanta 1,pariharanto,SN22.1,,"yo hi, gahapati, imaṃ kāyaṃ <b>pariharanto</b> muhuttampi ārogyaṃ paṭijāneyya, kimaññatra bālyā?","Who, carrying around this body, would claim health, even for a moment, apart from foolishness!?"
3297,adhimuccati 2,adhimuccati,SN25.1,,"yo, bhikkhave, ime dhamme evaṃ saddahati <b>adhimuccati</b>, ayaṃ vuccati saddhānusārī, okkanto sammattaniyāmaṃ, sappurisabhūmiṃ okkanto, vītivatto puthujjanabhūmiṃ.","Whoever has such faith in these teachings and is intent on them, this person is called a faith follower who has entered a unalterable fixed course, entered the level of the superior man, transcended the level of the common man."
5249,anusārī 1.2,,SN25.1,,"yo, bhikkhave, ime dhamme evaṃ saddahati adhimuccati, ayaṃ vuccati saddh<b>ānusārī</b>, okkanto sammattaniyāmaṃ, sappurisabhūmiṃ okkanto, vītivatto puthujjanabhūmiṃ.","Whoever has such faith in these teachings and is intent on them, this person is called a faith follower who has entered a unalterable fixed course, entered the level of the superior man, transcended the level of the common man."
50211,bhūmi 4,bhūmiṃ,SN25.1,,"yo, bhikkhave, ime dhamme evaṃ saddahati adhimuccati, ayaṃ vuccati saddhānusārī, okkanto sammattaniyāmaṃ, sappurisa<b>bhūmiṃ</b> okkanto, vītivatto puthujjana<b>bhūmiṃ</b>.","Whoever has such faith in these teachings and is intent on them, this person is called a faith follower who has entered a unalterable fixed course, entered the level of the superior man, transcended the level of the common man."
37902,niyāma 1,,SN25.1,,"yo, bhikkhave, ime dhamme evaṃ saddahati adhimuccati, ayaṃ vuccati saddhānusārī, okkanto sammatta<b>niyāmaṃ</b>, sappurisabhūmiṃ okkanto, vītivatto puthujjanabhūmiṃ.","Whoever has such faith in these teachings and is intent on them, this person is called a faith follower who has entered a unalterable fixed course, entered the level of the superior man, transcended the level of the common man."
18315,okkanta,okkanto,SN25.1,,"yo, bhikkhave, ime dhamme evaṃ saddahati adhimuccati, ayaṃ vuccati saddhānusārī, <b>okkanto</b> sammattaniyāmaṃ, sappurisabhūmiṃ okkanto, vītivatto puthujjanabhūmiṃ.","Whoever has such faith in these teachings and is intent on them, this person is called a faith follower who has entered a unalterable fixed course, entered the level of the superior man, transcended the level of the common man."
46671,puthu 3,,SN25.1,,"yo, bhikkhave, ime dhamme evaṃ saddahati adhimuccati, ayaṃ vuccati saddhānusārī, okkanto sammattaniyāmaṃ, sappurisabhūmiṃ okkanto, vītivatto <b>puthu</b>jjanabhūmiṃ.","Whoever has such faith in these teachings and is intent on them, this person is called a faith follower who has entered a unalterable fixed course, entered the level of the superior man, transcended the level of the common man."
46688,puthujjanabhūmi,puthujjanabhūmiṃ,SN25.1,,"yo, bhikkhave, ime dhamme evaṃ saddahati adhimuccati, ayaṃ vuccati saddhānusārī, okkanto sammattaniyāmaṃ, sappurisabhūmiṃ okkanto, vītivatto <b>puthujjanabhūmiṃ</b>.","Whoever has such faith in these teachings and is intent on them, this person is called a faith follower who has entered a unalterable fixed course, entered the level of the superior man, transcended the level of the common man."
