id,pali,selected_pali_word,class_source,extra,class_example,english_translation
55374,roceti,,AN10.176,,"brāhmaṇā, bhante, pacchābhūmakā kamaṇḍalukā sevālamālikā aggiparicārikā udakorohakā soceyyāni paññapenti, tesāhaṃ soceyyāni <b>rocemī</b>'ti","Venerable sir, the Brahmans from the Western lands who carry water pitchers, who wear moss garlands, who tend the sacred fire, who bathe ritually, they declare purification rites. I approve of their purification rites."
67380,viggāhika,viggāhikāya,AN7.61,,"<b>viggāhikāya</b> moggallāna kathāya sati kathābāhullaṃ pāṭikaṅkhaṃ, kathābāhulle sati uddhaccaṃ","Moggallāna, when there is quarrelsome talk, an excess of speech is to be expected. When there is an abundance of talk, there is agitation."
19862,kathābāhulla,kathābāhullaṃ,AN7.61,,"viggāhikāya moggallāna kathāya sati <b>kathābāhullaṃ</b> pāṭikaṅkhaṃ, kathābāhulle sati uddhaccaṃ","Moggallāna, when there is quarrelsome talk, an excess of speech is to be expected. When there is an abundance of talk, there is agitation."
48393,bāhulla 1,,AN7.61,,"viggāhikāya moggallāna kathāya sati kathā<b>bāhullaṃ</b> pāṭikaṅkhaṃ, kathābāhulle sati uddhaccaṃ","Moggallāna, when there is quarrelsome talk, an excess of speech is to be expected. When there is an abundance of talk, there is agitation."
15175,uddhacca,uddhaccaṃ,AN7.61,,"viggāhikāya moggallāna kathāya sati kathābāhullaṃ pāṭikaṅkhaṃ, kathābāhulle sati <b>uddhaccaṃ</b>","Moggallāna, when there is quarrelsome talk, an excess of speech is to be expected. When there is an abundance of talk, there is agitation."
54020,yāvajīvaṃ,yāvajīvam'pi,DHP064,,"<b>yāvajīvam</b>'pi ce bālo, paṇḍitaṃ payirupāsati,  na so dhammaṃ vijānāti, dabbī sūparasaṃ yathā.","[Even] if a fool associates closely with a wise person for the rest of his life, he will not (lit: does not) comprehend the doctrine, as a spoon [does not comprehend] the taste of the soup."
28568,jīva 2,jīvam,DHP064,,"yāva<b>jīvam</b>'pi ce bālo, paṇḍitaṃ payirupāsati, na so dhammaṃ vijānāti, dabbī sūparasaṃ yathā.","[Even] if a fool associates closely with a wise person for the rest of his life, he will not (lit: does not) comprehend the doctrine, as a spoon [does not comprehend] the taste of the soup."
42802,payirupāsati 1,payirupāsati,DHP064,,"yāvajīvam'pi ce bālo, paṇḍitaṃ <b>payirupāsati</b>, na so dhammaṃ vijānāti, dabbī sūparasaṃ yathā.","[Even] if a fool associates closely with a wise person for the rest of his life, he will not (lit: does not) comprehend the doctrine, as a spoon [does not comprehend] the taste of the soup."
31948,dabbī,dabbī,DHP064,,"yāvajīvam'pi ce bālo, paṇḍitaṃ payirupāsati,  na so dhammaṃ vijānāti, <b>dabbī</b> sūparasaṃ yathā.","[Even] if a fool associates closely with a wise person for the rest of his life, he will not (lit: does not) comprehend the doctrine, as a spoon [does not comprehend] the taste of the soup."
64728,sūpa 1,,DHP064,,"yāvajīvam'pi ce bālo, paṇḍitaṃ payirupāsati,  na so dhammaṃ vijānāti, dabbī <b>sūpa</b>rasaṃ yathā.","[Even] if a fool associates closely with a wise person for the rest of his life, he will not (lit: does not) comprehend the doctrine, as a spoon [does not comprehend] the taste of the soup."
64736,sūparasa,sūparasaṃ,DHP064,,"yāvajīvam'pi ce bālo, paṇḍitaṃ payirupāsati,  na so dhammaṃ vijānāti, dabbī <b>sūparasaṃ</b> yathā.","[Even] if a fool associates closely with a wise person for the rest of his life, he will not (lit: does not) comprehend the doctrine, as a spoon [does not comprehend] the taste of the soup."
30508,tiṇa 2,,DHP356,,"<b>tiṇa</b>dosāni khettāni, rāgadosā ayaṃ pajā, tasmā hi vītarāgesu, dinnaṃ hoti mahapphalaṃ.","Fields are ruined by weeds, this generation is ruined by desire; that is why an offering to [those who are] free from desires is indeed of great fruit."
30532,tiṇadosa,tiṇadosāni,DHP356,,"<b>tiṇadosāni</b> khettāni, rāgadosā ayaṃ pajā, tasmā hi vītarāgesu, dinnaṃ hoti mahapphalaṃ.","Fields are ruined by weeds, this generation is ruined by desire; that is why an offering to [those who are] free from desires is indeed of great fruit."
34213,dosa 2.2,,DHP356,,"tiṇa<b>dosāni</b> khettāni, rāga<b>dosā</b> ayaṃ pajā, tasmā hi vītarāgesu, dinnaṃ hoti mahapphalaṃ.","Fields are ruined by weeds, this generation is ruined by desire; that is why an offering to [those who are] free from desires is indeed of great fruit."
23880,khetta 1,khettāni,DHP356,,"tiṇadosāni <b>khettāni</b>, rāgadosā ayaṃ pajā, tasmā hi vītarāgesu, dinnaṃ hoti mahapphalaṃ.","Fields are ruined by weeds, this generation is ruined by desire; that is why an offering to [those who are] free from desires is indeed of great fruit."
54798,rāgadosa 2.1,rāgadosā,DHP356,,"tiṇadosāni khettāni, <b>rāgadosā</b> ayaṃ pajā, tasmā hi vītarāgesu, dinnaṃ hoti mahapphalaṃ.","Fields are ruined by weeds, this generation is ruined by desire; that is why an offering to [those who are] free from desires is indeed of great fruit."
69794,vīta 1.1,,DHP356,,"tiṇadosāni khettāni, rāgadosā ayaṃ pajā, tasmā hi <b>vīta</b>rāgesu, dinnaṃ hoti mahapphalaṃ.","Fields are ruined by weeds, this generation is ruined by desire; that is why an offering to [those who are] free from desires is indeed of great fruit."
69815,vītarāga 2,vītarāgesu,DHP356,,"tiṇadosāni khettāni, rāgadosā ayaṃ pajā, tasmā hi <b>vītarāgesu</b>, dinnaṃ hoti mahapphalaṃ.","Fields are ruined by weeds, this generation is ruined by desire; that is why an offering to [those who are] free from desires is indeed of great fruit."
32584,dinna 2,dinnaṃ,DHP356,,"tiṇadosāni khettāni, rāgadosā ayaṃ pajā, tasmā hi vītarāgesu, <b>dinnaṃ</b> hoti mahapphalaṃ.","Fields are ruined by weeds, this generation is ruined by desire; that is why an offering to [those who are] free from desires is indeed of great fruit."
61341,savitakka,savitakkaṃ,DN22.18,,<b>savitakkaṃ</b> savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ upasampajja viharati,"Having reached the first stage of meditation, which has thinking and discursive thought, and joy and happiness born from solitude, he dwells there."
61334,savicāra,savicāraṃ,DN22.18,,savitakkaṃ <b>savicāraṃ</b> vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ upasampajja viharati,"Having reached the first stage of meditation, which has thinking and discursive thought, and joy and happiness born from solitude, he dwells there."
45815,pārisuddhi 1,pārisuddhiṃ,DN22.18,yes,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ atthaṅ'gamā, adukkham'asukhaṃ upekkhāsati<b>pārisuddhiṃ</b> catutthaṃ jhānaṃ upasampajja viharati.","With the abandoning of pleasure and pain, and with the passing away of joy and dejection already before, he dwells having entered into the fourth stage of meditation, which has no pleasure and no pain, (but) has purification of awareness due to equanimity."
45077,pahāna,pahānā,DN22.18,yes,"sukhassa ca <b>pahānā</b> dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ atthaṅ'gamā, adukkham'asukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.","With the abandoning of pleasure and pain, and with the passing away of joy and dejection already before, he dwells having entered into the fourth stage of meditation, which has no pleasure and no pain, (but) has purification of awareness due to equanimity."
32878,dukkha 4,dukkhassa,DN22.18,yes,"sukhassa ca pahānā <b>dukkhassa</b> ca pahānā, pubb'eva somanassadomanassānaṃ atthaṅ'gamā, adukkham'asukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.","With the abandoning of pleasure and pain, and with the passing away of joy and dejection already before, he dwells having entered into the fourth stage of meditation, which has no pleasure and no pain, (but) has purification of awareness due to equanimity."
46940,pubbeva,pubb'eva,DN22.18,yes,"sukhassa ca pahānā dukkhassa ca pahānā, <b>pubb'eva</b> somanassadomanassānaṃ atthaṅ'gamā, adukkham'asukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.","With the abandoning of pleasure and pain, and with the passing away of joy and dejection already before, he dwells having entered into the fourth stage of meditation, which has no pleasure and no pain, (but) has purification of awareness due to equanimity."
2605,attha 3.1,,DN22.18,yes,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ <b>atthaṅ</b>'gamā, adukkham'asukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.","With the abandoning of pleasure and pain, and with the passing away of joy and dejection already before, he dwells having entered into the fourth stage of meditation, which has no pleasure and no pain, (but) has purification of awareness due to equanimity."
65366,somanassadomanassa,somanassadomanassānaṃ,DN22.18,yes,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva <b>somanassadomanassānaṃ</b> atthaṅ'gamā, adukkham'asukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.","With the abandoning of pleasure and pain, and with the passing away of joy and dejection already before, he dwells having entered into the fourth stage of meditation, which has no pleasure and no pain, (but) has purification of awareness due to equanimity."
2631,atthaṅgama 1,atthaṅ'gamā,DN22.18,yes,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ <b>atthaṅ'gamā</b>, adukkham'asukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.","With the abandoning of pleasure and pain, and with the passing away of joy and dejection already before, he dwells having entered into the fourth stage of meditation, which has no pleasure and no pain, (but) has purification of awareness due to equanimity."
2909,adukkha,,DN22.18,yes,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ atthaṅ'gamā, <b>adukkham</b>'asukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.","With the abandoning of pleasure and pain, and with the passing away of joy and dejection already before, he dwells having entered into the fourth stage of meditation, which has no pleasure and no pain, (but) has purification of awareness due to equanimity."
9780,asukha 1,asukhaṃ,DN22.18,yes,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ atthaṅ'gamā, adukkham'<b>asukhaṃ</b> upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.","With the abandoning of pleasure and pain, and with the passing away of joy and dejection already before, he dwells having entered into the fourth stage of meditation, which has no pleasure and no pain, (but) has purification of awareness due to equanimity."
16460,upekkhāsatipārisuddhi,upekkhāsatipārisuddhiṃ,DN22.18,yes,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ atthaṅ'gamā, adukkham'asukhaṃ <b>upekkhāsatipārisuddhiṃ</b> catutthaṃ jhānaṃ upasampajja viharati.","With the abandoning of pleasure and pain, and with the passing away of joy and dejection already before, he dwells having entered into the fourth stage of meditation, which has no pleasure and no pain, (but) has purification of awareness due to equanimity."
57636,satipārisuddhi,satipārisuddhiṃ,DN22.18,yes,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ atthaṅ'gamā, adukkham'asukhaṃ upekkhā<b>satipārisuddhiṃ</b> catutthaṃ jhānaṃ upasampajja viharati.","With the abandoning of pleasure and pain, and with the passing away of joy and dejection already before, he dwells having entered into the fourth stage of meditation, which has no pleasure and no pain, (but) has purification of awareness due to equanimity."
48850,byāpādapadosa,byāpādapadosaṃ,MN107,,<b>byāpādapadosaṃ</b> pahāya abyāpannacitto viharati sabbapāṇabhūtahit'ānukampī,"Abandoning ill-will and hatred, he dwells with a mind without ill-will, compassionate for the welfare of all living beings."
42223,padosa 1.1,padosaṃ,MN107,,byāpāda<b>padosaṃ</b> pahāya abyāpannacitto viharati sabbapāṇabhūtahit'ānukampī,"Abandoning ill-will and hatred, he dwells with a mind without ill-will, compassionate for the welfare of all living beings."
45098,pahāya 1,pahāya,MN107,,byāpādapadosaṃ <b>pahāya</b> abyāpannacitto viharati sabbapāṇabhūtahit'ānukampī,"Abandoning ill-will and hatred, he dwells with a mind without ill-will, compassionate for the welfare of all living beings."
7422,abyāpanna,,MN107,,byāpādapadosaṃ pahāya <b>abyāpanna</b>citto viharati sabbapāṇabhūtahit'ānukampī,"Abandoning ill-will and hatred, he dwells with a mind without ill-will, compassionate for the welfare of all living beings."
7424,abyāpannacitta,abyāpannacitto,MN107,,byāpādapadosaṃ pahāya <b>abyāpannacitto</b> viharati sabbapāṇabhūtahit'ānukampī,"Abandoning ill-will and hatred, he dwells with a mind without ill-will, compassionate for the welfare of all living beings."
58896,sabbapāṇabhūtā,,MN107,,byāpādapadosaṃ pahāya abyāpannacitto viharati <b>sabbapāṇabhūta</b>hit'ānukampī,"Abandoning ill-will and hatred, he dwells with a mind without ill-will, compassionate for the welfare of all living beings."
58895,sabbapāṇabhūtahitānukampī,sabbapāṇabhūtahit'ānukampī,MN107,,byāpādapadosaṃ pahāya abyāpannacitto viharati <b>sabbapāṇabhūtahit'ānukampī</b>,"Abandoning ill-will and hatred, he dwells with a mind without ill-will, compassionate for the welfare of all living beings."
4341,anukampī,ānukampī,MN107,,byāpādapadosaṃ pahāya abyāpannacitto viharati sabbapāṇabhūtahit'<b>ānukampī</b>,"Abandoning ill-will and hatred, he dwells with a mind without ill-will, compassionate for the welfare of all living beings."
39621,pacchābhattaṃ,pacchābhattaṃ,MN107,,so <b>pacchābhattaṃ</b> piṇḍapātapaṭikkanto nisīdati pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā,"After the meal, after returning from alms-round, he sits down, having folded [his legs] into a cross-legged sitting position, positioning the body uprightly, having set up mindfulness as first priority."
46042,piṇḍa 2,,MN107,,so pacchābhattaṃ <b>piṇḍa</b>pātapaṭikkanto nisīdati pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā,"After the meal, after returning from alms-round, he sits down, having folded [his legs] into a cross-legged sitting position, positioning the body uprightly, having set up mindfulness as first priority."
46050,piṇḍapātapaṭikkanta,piṇḍapātapaṭikkanto,MN107,,so pacchābhattaṃ <b>piṇḍapātapaṭikkanto</b> nisīdati pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā,"After the meal, after returning from alms-round, he sits down, having folded [his legs] into a cross-legged sitting position, positioning the body uprightly, having set up mindfulness as first priority."
45404,pāta 2,,MN107,,so pacchābhattaṃ piṇḍa<b>pāta</b>paṭikkanto nisīdati pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā,"After the meal, after returning from alms-round, he sits down, having folded [his legs] into a cross-legged sitting position, positioning the body uprightly, having set up mindfulness as first priority."
40241,paṭikkanta 1,paṭikkanto,MN107,,so pacchābhattaṃ piṇḍapāta<b>paṭikkanto</b> nisīdati pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā,"After the meal, after returning from alms-round, he sits down, having folded [his legs] into a cross-legged sitting position, positioning the body uprightly, having set up mindfulness as first priority."
10122,assosi,assosi,MN12,yes,<b>assosi</b> kho āyasmā sāriputto sunakkhattassa licchaviputtassa vesāliyaṃ parisati evaṃ vācaṃ bhāsamānassa - natthi samaṇassa gotamassa uttarimanussadhammā alamariyañāṇadassanaviseso.,"Venerable Sariputta heard when Lucky Star, the young Licchavi, was talking in the Vesali assembly (saying), “The Ascetic Gotama has no super-powers, a distinction of knowledge and vision worthy of the Noble One's.”"
46625,putta 2,,MN12,yes,assosi kho āyasmā sāri<b>putto</b> sunakkhattassa licchavi<b>puttassa</b> vesāliyaṃ parisati evaṃ vācaṃ bhāsamānassa - natthi samaṇassa gotamassa uttarimanussadhammā alamariyañāṇadassanaviseso.,"Venerable Sariputta heard when Lucky Star, the young Licchavi, was talking in the Vesali assembly (saying), “The Ascetic Gotama has no super-powers, a distinction of knowledge and vision worthy of the Noble One's.”"
55831,licchavi,,MN12,yes,assosi kho āyasmā sāriputto sunakkhattassa <b>licchavi</b>puttassa vesāliyaṃ parisati evaṃ vācaṃ bhāsamānassa - natthi samaṇassa gotamassa uttarimanussadhammā alamariyañāṇadassanaviseso.,"Venerable Sariputta heard when Lucky Star, the young Licchavi, was talking in the Vesali assembly (saying), “The Ascetic Gotama has no super-powers, a distinction of knowledge and vision worthy of the Noble One's.”"
55836,licchaviputta,licchaviputtassa,MN12,yes,assosi kho āyasmā sāriputto sunakkhattassa <b>licchaviputtassa</b> vesāliyaṃ parisati evaṃ vācaṃ bhāsamānassa - natthi samaṇassa gotamassa uttarimanussadhammā alamariyañāṇadassanaviseso.,"Venerable Sariputta heard when Lucky Star, the young Licchavi, was talking in the Vesali assembly (saying), “The Ascetic Gotama has no super-powers, a distinction of knowledge and vision worthy of the Noble One's.”"
44108,parisā 1,,MN12,yes,assosi kho āyasmā sāriputto sunakkhattassa licchaviputtassa vesāliyaṃ <b>parisati</b> evaṃ vācaṃ bhāsamānassa - natthi samaṇassa gotamassa uttarimanussadhammā alamariyañāṇadassanaviseso.,"Venerable Sariputta heard when Lucky Star, the young Licchavi, was talking in the Vesali assembly (saying), “The Ascetic Gotama has no super-powers, a distinction of knowledge and vision worthy of the Noble One's.”"
44090,parisati,parisati,MN12,yes,assosi kho āyasmā sāriputto sunakkhattassa licchaviputtassa vesāliyaṃ <b>parisati</b> evaṃ vācaṃ bhāsamānassa - natthi samaṇassa gotamassa uttarimanussadhammā alamariyañāṇadassanaviseso.,"Venerable Sariputta heard when Lucky Star, the young Licchavi, was talking in the Vesali assembly (saying), “The Ascetic Gotama has no super-powers, a distinction of knowledge and vision worthy of the Noble One's.”"
49760,bhāsamāna,bhāsamānassa,MN12,yes,assosi kho āyasmā sāriputto sunakkhattassa licchaviputtassa vesāliyaṃ parisati evaṃ vācaṃ <b>bhāsamānassa</b> - natthi samaṇassa gotamassa uttarimanussadhammā alamariyañāṇadassanaviseso.,"Venerable Sariputta heard when Lucky Star, the young Licchavi, was talking in the Vesali assembly (saying), “The Ascetic Gotama has no super-powers, a distinction of knowledge and vision worthy of the Noble One's.”"
32108,dassana 3,,MN12,yes,assosi kho āyasmā sāriputto sunakkhattassa licchaviputtassa vesāliyaṃ parisati evaṃ vācaṃ bhāsamānassa - natthi samaṇassa gotamassa uttarimanussadhammā alamariyañāṇa<b>dassana</b>viseso.,"Venerable Sariputta heard when Lucky Star, the young Licchavi, was talking in the Vesali assembly (saying), “The Ascetic Gotama has no super-powers, a distinction of knowledge and vision worthy of the Noble One's.”"
49391,bhadra 1,,MN40,,"ehi tvaṃ, <b>bhadra</b>mukha, saṅghāṭiko hohi, saṅghāṭikassa te sato saṅghāṭidhāraṇamattena abhijjhālussa abhijjhā pahīyissati.","Come, my dear! Be someone who wears a patchwork robe! When you are someone who wears a patchwork robe, when you are covetous, by the mere fact of wearing a patchwork robe, covetousness will be abandoned."
49397,bhadramukha,bhadramukha,MN40,,"ehi tvaṃ, <b>bhadramukha</b>, saṅghāṭiko hohi, saṅghāṭikassa te sato saṅghāṭidhāraṇamattena abhijjhālussa abhijjhā pahīyissati.","Come, my dear! Be someone who wears a patchwork robe! When you are someone who wears a patchwork robe, when you are covetous, by the mere fact of wearing a patchwork robe, covetousness will be abandoned."
52759,mukha 2,,MN40,,"ehi tvaṃ, bhadra<b>mukha</b>, saṅghāṭiko hohi, saṅghāṭikassa te sato saṅghāṭidhāraṇamattena abhijjhālussa abhijjhā pahīyissati.","Come, my dear! Be someone who wears a patchwork robe! When you are someone who wears a patchwork robe, when you are covetous, by the mere fact of wearing a patchwork robe, covetousness will be abandoned."
57056,saṅghāṭika,saṅghāṭiko,MN40,,"ehi tvaṃ, bhadramukha, <b>saṅghāṭiko</b> hohi, saṅghāṭikassa te sato saṅghāṭidhāraṇamattena abhijjhālussa abhijjhā pahīyissati.","Come, my dear! Be someone who wears a patchwork robe! When you are someone who wears a patchwork robe, when you are covetous, by the mere fact of wearing a patchwork robe, covetousness will be abandoned."
57062,saṅghāṭidhāraṇa,,MN40,,"ehi tvaṃ, bhadramukha, saṅghāṭiko hohi, saṅghāṭikassa te sato <b>saṅghāṭidhāraṇa</b>mattena abhijjhālussa abhijjhā pahīyissati.","Come, my dear! Be someone who wears a patchwork robe! When you are someone who wears a patchwork robe, when you are covetous, by the mere fact of wearing a patchwork robe, covetousness will be abandoned."
57063,saṅghāṭidhāraṇamatta,saṅghāṭidhāraṇamattena,MN40,,"ehi tvaṃ, bhadramukha, saṅghāṭiko hohi, saṅghāṭikassa te sato <b>saṅghāṭidhāraṇamattena</b> abhijjhālussa abhijjhā pahīyissati.","Come, my dear! Be someone who wears a patchwork robe! When you are someone who wears a patchwork robe, when you are covetous, by the mere fact of wearing a patchwork robe, covetousness will be abandoned."
35098,dhāraṇa 2,,MN40,,"ehi tvaṃ, bhadramukha, saṅghāṭiko hohi, saṅghāṭikassa te sato saṅghāṭi<b>dhāraṇa</b>mattena abhijjhālussa abhijjhā pahīyissati.","Come, my dear! Be someone who wears a patchwork robe! When you are someone who wears a patchwork robe, when you are covetous, by the mere fact of wearing a patchwork robe, covetousness will be abandoned."
50939,matta 1.2,,MN40,,"ehi tvaṃ, bhadramukha, saṅghāṭiko hohi, saṅghāṭikassa te sato saṅghāṭidhāraṇa<b>mattena</b> abhijjhālussa abhijjhā pahīyissati.","Come, my dear! Be someone who wears a patchwork robe! When you are someone who wears a patchwork robe, when you are covetous, by the mere fact of wearing a patchwork robe, covetousness will be abandoned."
69303,visuddhamattānaṃ,visuddhamattānaṃ,MN40,,"tassa sabbehi imehi pāpakehi akusalehi dhammehi <b>visuddhamattānaṃ</b> samanupassato, vimuttamattānaṃ samanupassato, pāmojjaṃ jāyati, pamuditassa pīti jāyati, pītimanassa kāyo passambhati, passaddhakāyo sukhaṃ vedeti, sukhino cittaṃ samādhiyati.","When he sees himself pure and free from all these bad, unskilful mental states, happiness arises. for one who is happy delight arises. for one who has a joyful mind the body relaxes. One with a relaxed body experiences ease. for who is at ease the mind becomes settled."
